BindingDB_ID,smiles,value,standard_type,CuratedSmiles,IsSalt,FailedSanit
51475809,NS(=O)(=O)c1ccc(cc1)\N=C\c1cc(Br)cc(Br)c1O,2540.0,Ki (nM),NS(=O)(=O)c1ccc(/N=C/c2cc(Br)cc(Br)c2O)cc1,False,False
51555678,[H][C@]12Cc3ccccc3-c3c(OC)c(OC)cc(CCN1C(=O)c1cc[n+](Cc4ccccc4)cc1)c23,2570.0,Ki (nM),COc1cc2c3c(c1OC)-c1ccccc1C[C@H]3N(C(=O)c1cc[n+](Cc3ccccc3)cc1)CC2,False,False
51506333,COC(=O)CCC\C=C/C\C=C/C\C=C/CCOC(=O)Nc1ccc(Cl)cc1,2620.0,Ki (nM),COC(=O)CCC/C=C\C/C=C\C/C=C\CCOC(=O)Nc1ccc(Cl)cc1,False,False
50713805,CC(=O)[C@@H]1CC[C@@]2(CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]12)C(=O)OCc1ccccc1,2630.0,Ki (nM),CC(=O)[C@@H]1CC[C@]2(C(=O)OCc3ccccc3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,False,False
51552403,O=c1cc(OCCCNC2CCN(Cc3ccccc3)CC2)c2ccc(cc2o1)-c1cccnc1,2641.0,Ki (nM),O=c1cc(OCCCNC2CCN(Cc3ccccc3)CC2)c2ccc(-c3cccnc3)cc2o1,False,False
50246505,C\C=C(/C)C(=O)N[C@H]1CC[C@]2(C)[C@H]3CC[C@]4(C)[C@H](CC=C4[C@@H]3CC=C2C1=O)[C@H](C)N(C)C,2650.0,Ki (nM),C/C=C(\C)C(=O)N[C@H]1CC[C@@]2(C)C(=CC[C@H]3C4=CC[C@H]([C@H](C)N(C)C)[C@@]4(C)CC[C@@H]32)C1=O,False,False
50856234,C[n+]1c2ccccc2c(-c2ccc(N)cc2)c2ccccc12,2660.0,Ki (nM),C[n+]1c2ccccc2c(-c2ccc(N)cc2)c2ccccc21,False,False
50528238,CC(CC(=O)Nc1nnc(s1)-c1cccc(Cl)c1)CC(C)(C)C,2670.0,Ki (nM),CC(CC(=O)Nc1nnc(-c2cccc(Cl)c2)s1)CC(C)(C)C,False,False
51185311,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12,2700.0,Ki (nM),CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,False,False
51185303,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12,2700.0,Ki (nM),CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,False,False
50235112,COc1cc(OC)c(C(=O)\C=C\c2ccccc2)c(O)c1CN1CCCCC1,2750.0,Ki (nM),COc1cc(OC)c(C(=O)/C=C/c2ccccc2)c(O)c1CN1CCCCC1,False,False
51397594,COc1ccccc1CNCCCCCCn1ccc(=O)c(OCc2ccccc2)c1C,2787.0,Ki (nM),COc1ccccc1CNCCCCCCn1ccc(=O)c(OCc2ccccc2)c1C,False,False
50553311,Ic1cccc(NC(=N)NC(=N)N2CCN(CC2)C(=N)NC(=N)Nc2cccc(I)c2)c1,2790.0,Ki (nM),N=C(NC(=N)N1CCN(C(=N)NC(=N)Nc2cccc(I)c2)CC1)Nc1cccc(I)c1,False,False
50099337,C[n+]1c2ccccc2cc2ccccc12,2800.0,Ki (nM),C[n+]1c2ccccc2cc2ccccc21,False,False
50502627,COc1cc2C\C(=C/C3CCN(Cc4ccccc4)CC3)C(=O)c2cc1O,2822.0,Ki (nM),COc1cc2c(cc1O)C(=O)/C(=C/C1CCN(Cc3ccccc3)CC1)C2,False,False
50502628,COc1cc2C(=O)\C(Cc2cc1O)=C\C1CCN(Cc2ccccc2)CC1,2822.0,Ki (nM),COc1cc2c(cc1O)C/C(=C\C1CCN(Cc3ccccc3)CC1)C2=O,False,False
50012033,Fc1cnc(F)c(F)c1-c1c2ccc(n2)c(-c2c(F)cnc(F)c2F)c2ccc([nH]2)c(-c2c(F)cnc(F)c2F)c2ccc([nH]2)c(-c2c(F)cnc(F)c2F)c2ccc1n2,2850.0,Ki (nM),Fc1cnc(F)c(F)c1-c1c2nc(c(-c3c(F)cnc(F)c3F)c3ccc([nH]3)c(-c3c(F)cnc(F)c3F)c3ccc([nH]3)c(-c3c(F)cnc(F)c3F)c3nc1C=C3)C=C2,False,False
51188832,FC(F)(F)c1ccc(nc1)N1CCN(CC1)c1cnn(-c2c(Cl)cc(cc2Cl)C(F)(F)F)c(=O)c1Cl,2870.0,Ki (nM),O=c1c(Cl)c(N2CCN(c3ccc(C(F)(F)F)cn3)CC2)cnn1-c1c(Cl)cc(C(F)(F)F)cc1Cl,False,False
50099537,OCC[n+]1c2ccccc2cc2ccccc12,2900.0,Ki (nM),OCC[n+]1c2ccccc2cc2ccccc21,False,False
50099175,C[n+]1ccsc1,2950.0,Ki (nM),C[n+]1ccsc1,False,False
50553257,[O-][N+](=O)c1ccc(NC(=N)NC(=N)N2CCN(CC2)C(=N)NC(=N)Nc2ccc(cc2)[N+]([O-])=O)cc1,2960.0,Ki (nM),N=C(NC(=N)N1CCN(C(=N)NC(=N)Nc2ccc([N+](=O)[O-])cc2)CC1)Nc1ccc([N+](=O)[O-])cc1,False,False
50048010,CCCCCSC(=O)OCC[N+](C)(C)C,3000.0,Ki (nM),CCCCCSC(=O)OCC[N+](C)(C)C,False,False
51261659,Oc1ccc(\C=N\c2c3CCCCc3nc3ccccc23)cc1,3000.0,Ki (nM),Oc1ccc(/C=N/c2c3c(nc4ccccc24)CCCC3)cc1,False,False
51261753,COc1ccc2CN(C)CC[C@@]34C=C[C@H](O)C[C@@H]3Oc1c24,3000.0,Ki (nM),COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,False,False
51261671,C(Oc1cc(\C=N\c2c3CCCCc3nc3ccccc23)cc(OCc2ccccc2)c1OCc1ccccc1)c1ccccc1,3000.0,Ki (nM),C(=N/c1c2c(nc3ccccc13)CCCC2)\c1cc(OCc2ccccc2)c(OCc2ccccc2)c(OCc2ccccc2)c1,False,False
50246487,C[C@@H]([C@H]1CC[C@H]2[C@@H]3CC[C@H]4C(=O)C(NC(=O)c5ccccc5)=CC[C@]4(C)[C@H]3CC[C@]12C)N(C)C,3030.0,Ki (nM),C[C@@H]([C@H]1CC[C@H]2[C@@H]3CC[C@H]4C(=O)C(NC(=O)c5ccccc5)=CC[C@]4(C)[C@H]3CC[C@]12C)N(C)C,False,False
50012025,C[n+]1ccc(c(F)c1)-c1c2ccc(n2)c(-c2cc[n+](C)cc2F)c2ccc([nH]2)c(-c2cc[n+](C)cc2F)c2ccc([nH]2)c(-c2cc[n+](C)cc2F)c2ccc1n2,3060.0,Ki (nM),C[n+]1ccc(-c2c3nc(c(-c4cc[n+](C)cc4F)c4ccc([nH]4)c(-c4cc[n+](C)cc4F)c4ccc([nH]4)c(-c4cc[n+](C)cc4F)c4nc2C=C4)C=C3)c(F)c1,False,False
50712937,CC(=O)O[C@H]1CC[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2CC[C@@H]2[C@H]4[C@@H](CC[C@@]4(CC[C@@]32C)C(=O)NCCN)C(C)=O)C1(C)C,3060.0,Ki (nM),CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@@H]4[C@H]5[C@H](C(C)=O)CC[C@]5(C(=O)NCCN)CC[C@@]4(C)[C@]3(C)CC[C@H]2C1(C)C,False,False
50089051,O\N=C(/C#N)C(=O)NCCCNc1c2CCCCc2nc2ccccc12,3077.0,Ki (nM),N#C/C(=N\O)C(=O)NCCCNc1c2c(nc3ccccc13)CCCC2,False,False
51189277,CC(C)=CCC\C(C)=C\Cc1cc(c(O)cc1O)-c1cc(=O)c2c(O)cc(O)cc2o1,3100.0,Ki (nM),CC(C)=CCC/C(C)=C/Cc1cc(-c2cc(=O)c3c(O)cc(O)cc3o2)c(O)cc1O,False,False
51189263,COc1cc(O)c(cc1C\C=C(/C)CCC=C(C)C)C1CC(=O)c2c(O)cc(O)cc2O1,3100.0,Ki (nM),COc1cc(O)c(C2CC(=O)c3c(O)cc(O)cc3O2)cc1C/C=C(\C)CCC=C(C)C,False,False
51189262,CC(C)=CC1Oc2cc(O)ccc2-c2oc3c4C=CC(C)(C)Oc4cc(O)c3c(=O)c12,3100.0,Ki (nM),CC(C)=CC1Oc2cc(O)ccc2-c2oc3c4c(cc(O)c3c(=O)c21)OC(C)(C)C=C4,False,False
51189285,CC(C)=CCc1c(O)cc(O)c2c1oc(-c1ccc(O)cc1O)c(CC=C(C)C)c2=O,3100.0,Ki (nM),CC(C)=CCc1c(-c2ccc(O)cc2O)oc2c(CC=C(C)C)c(O)cc(O)c2c1=O,False,False
51189287,CC(C)(O)C1Cc2c(oc3c4C=CC(C)(C)Oc4cc(O)c3c2=O)-c2ccc(O)cc2O1,3100.0,Ki (nM),CC1(C)C=Cc2c(cc(O)c3c(=O)c4c(oc23)-c2ccc(O)cc2OC(C(C)(C)O)C4)O1,False,False
51189280,CC(C)=CCC\C(C)=C\Cc1cc(C2CC(=O)c3c(O)cc(O)cc3O2)c(O)cc1O,3100.0,Ki (nM),CC(C)=CCC/C(C)=C/Cc1cc(C2CC(=O)c3c(O)cc(O)cc3O2)c(O)cc1O,False,False
51189250,CC(C)=CCc1c(oc2c3C=CC(C)(C)Oc3cc(O)c2c1=O)-c1ccc(O)cc1O,3100.0,Ki (nM),CC(C)=CCc1c(-c2ccc(O)cc2O)oc2c3c(cc(O)c2c1=O)OC(C)(C)C=C3,False,False
51189266,COc1cc(O)c(cc1C\C=C(/C)CCC=C(C)C)-c1cc(=O)c2c(O)cc(O)cc2o1,3100.0,Ki (nM),COc1cc(O)c(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1C/C=C(\C)CCC=C(C)C,False,False
51189282,CC(C)(O)CCc1c(oc2c3C=CC(C)(C)Oc3cc(O)c2c1=O)-c1ccc(O)cc1O,3100.0,Ki (nM),CC(C)(O)CCc1c(-c2ccc(O)cc2O)oc2c3c(cc(O)c2c1=O)OC(C)(C)C=C3,False,False
51510830,CCCCCCCCO[C@H]1[C@H](OC(C)=O)[C@@H](Cn2c(=O)n(C)c3ncn(C)c3c2=O)OC(OC(C)=O)[C@@H]1OC(C)=O,3100.0,Ki (nM),CCCCCCCCO[C@H]1[C@H](OC(C)=O)[C@@H](Cn2c(=O)c3c(ncn3C)n(C)c2=O)OC(OC(C)=O)[C@@H]1OC(C)=O,False,False
51117643,CCCCCCCCCCCCCCC\C=C\C(=O)N1CCCCCC1,3160.0,Ki (nM),CCCCCCCCCCCCCCC/C=C/C(=O)N1CCCCCC1,False,False
50888896,COc1ccc(cc1)C1C(C#N)=C(NC(=O)CN2CCN(CC2)c2ccccc2)Oc2c1c(=O)oc1ccccc21,3190.0,Ki (nM),COc1ccc(C2C(C#N)=C(NC(=O)CN3CCN(c4ccccc4)CC3)Oc3c2c(=O)oc2ccccc32)cc1,False,False
51261724,C1CCN(C1)c1c2CCCCc2nc2ccccc12,3200.0,Ki (nM),c1ccc2c(N3CCCC3)c3c(nc2c1)CCCC3,False,False
50706130,CC(C)OC(=O)CCC(=O)Nc1ccncc1N,3200.0,Ki (nM),CC(C)OC(=O)CCC(=O)Nc1ccncc1N,False,False
51144807,CC(C)(C)c1cc(\C=C\C(=O)NCCC2CCN(Cc3ccccc3)CC2)cc(c1O)C(C)(C)C,3200.0,Ki (nM),CC(C)(C)c1cc(/C=C/C(=O)NCCC2CCN(Cc3ccccc3)CC2)cc(C(C)(C)C)c1O,False,False
50099523,CCC[n+]1cc2ccccc2c2ccccc12,3200.0,Ki (nM),CCC[n+]1cc2ccccc2c2ccccc21,False,False
51136952,CCCCCCCCCCCCCCC\C=C\C(O)=O,3210.0,Ki (nM),CCCCCCCCCCCCCCC/C=C/C(=O)O,False,False
41643,O=C1N(Cc2ccc(Cc3ccc(CN4C(=O)C(=O)c5ccccc45)cc3)cc2)c2ccccc2C1=O,3280.0,Ki (nM),O=C1C(=O)N(Cc2ccc(Cc3ccc(CN4C(=O)C(=O)c5ccccc54)cc3)cc2)c2ccccc21,False,False
51144708,Nc1ccc(O)c(CN2CCCC2)c1,3300.0,Ki (nM),Nc1ccc(O)c(CN2CCCC2)c1,False,False
50474994,CC1(C)CC[C@@]2(CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]2C1)C(=O)OCCC=C,3310.0,Ki (nM),C=CCCOC(=O)[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)C[C@@H](O)[C@H](O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,False,False
50431858,CN[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCC(=O)Nc1c2CCCCc2nc2ccccc12,3330.0,Ki (nM),CN[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCC(=O)Nc1c2c(nc3ccccc13)CCCC2,False,False
50353667,CC(=C)[C@@H]1CC[C@]2(C)[C@H](CC[C@@H]3[C@H]4[C@H]5OC[C@@]4(CCC5(C)C)CC[C@@]23C)[C@@]1(C)CCC(=O)OCC#C,3330.0,Ki (nM),C#CCOC(=O)CC[C@]1(C)[C@H]2CC[C@@H]3[C@H]4[C@H]5OC[C@@]4(CCC5(C)C)CC[C@@]3(C)[C@]2(C)CC[C@H]1C(=C)C,False,False
50856209,CN1c2ccccc2C(c2ccccc12)n1cncn1,3340.0,Ki (nM),CN1c2ccccc2C(n2cncn2)c2ccccc21,False,False
50353668,CC(C)([C@@H]1CC[C@]2(C)[C@H](CC[C@@H]3[C@H]4[C@H]5OC[C@@]4(CCC5(C)C)CC[C@@]23C)[C@@]1(C)CC(=O)OCCC=C)C(=O)OCC=C,3390.0,Ki (nM),C=CCCOC(=O)C[C@]1(C)[C@H]2CC[C@@H]3[C@H]4[C@H]5OC[C@@]4(CCC5(C)C)CC[C@@]3(C)[C@]2(C)CC[C@H]1C(C)(C)C(=O)OCC=C,False,False
50008792,CN(C)c1ccc(CC(=O)NCCCCCCCCCNC23CC4CC(CC(C4)C2)C3)cc1,3400.0,Ki (nM),CN(C)c1ccc(CC(=O)NCCCCCCCCCNC23CC4CC(CC(C4)C2)C3)cc1,False,False
51117642,CCCCCCCCCCCCC\C=C\C(=O)N1CCCCCC1,3410.0,Ki (nM),CCCCCCCCCCCCC/C=C/C(=O)N1CCCCCC1,False,False
50553315,Brc1ccc(NC(=N)NC(=N)N2CCN(CC2)C(=N)NC(=N)Nc2ccc(Br)cc2)cc1,3430.0,Ki (nM),N=C(NC(=N)N1CCN(C(=N)NC(=N)Nc2ccc(Br)cc2)CC1)Nc1ccc(Br)cc1,False,False
50552529,Brc1ccc(NC(=N)NC(=N)N2CCN(CC2)C(=N)NC(=N)Nc2ccc(Br)cc2)cc1,3430.0,Ki (nM),N=C(NC(=N)N1CCN(C(=N)NC(=N)Nc2ccc(Br)cc2)CC1)Nc1ccc(Br)cc1,False,False
51525247,CC(C)=CCCC1(C)Oc2cc(O)c3c(oc4c(O)cccc4c3=O)c2C=C1,3430.0,Ki (nM),CC(C)=CCCC1(C)C=Cc2c(cc(O)c3c(=O)c4cccc(O)c4oc23)O1,False,False
51506335,COC(=O)CCC\C=C/C\C=C/C\C=C/CCOC(=O)Nc1ccc(OC)cc1,3480.0,Ki (nM),COC(=O)CCC/C=C\C/C=C\C/C=C\CCOC(=O)Nc1ccc(OC)cc1,False,False
50481722,CCOC(=O)[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)C[C@@H](O)[C@H](O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,3490.0,Ki (nM),CCOC(=O)[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)C[C@@H](O)[C@H](O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,False,False
50871597,C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C,3500.0,Ki (nM),C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C,False,False
50991331,OC1C(Br)=CC2(C=CNC3=C2C2=NCCc4c[nH]c(c24)C3=O)C=C1Br,3500.0,Ki (nM),O=C1C2=C(C3=NCCc4c[nH]c1c43)C1(C=CN2)C=C(Br)C(O)C(Br)=C1,False,False
50420440,Cn1cc[n+](COCc2cccc3ccccc23)c1CN=O,3500.0,Ki (nM),Cn1cc[n+](COCc2cccc3ccccc23)c1CN=O,False,False
51374496,COc1ccc2cc3-c4cc5OCOc5cc4CC[n+]3cc2c1OCc1ccc(cc1)C(F)(F)F,0.456,Ki (nM),COc1ccc2cc3[n+](cc2c1OCc1ccc(C(F)(F)F)cc1)CCc1cc2c(cc1-3)OCO2,False,False
50871625,CN(CCCNc1c2CCCCc2nc2ccccc12)CCCNc1c2CCCCc2nc2ccccc12,0.54,Ki (nM),CN(CCCNc1c2c(nc3ccccc13)CCCC2)CCCNc1c2c(nc3ccccc13)CCCC2,False,False
15307,OCCN(CCCNc1c2CCCCc2nc2ccccc12)CCCNc1c2CCCCc2nc2ccccc12,0.65,Ki (nM),OCCN(CCCNc1c2c(nc3ccccc13)CCCC2)CCCNc1c2c(nc3ccccc13)CCCC2,False,False
50871666,CCC1=CC2C[C@H](C1)c1c(C2)nc2cc(Cl)ccc2c1N,0.67,Ki (nM),CCC1=CC2Cc3nc4cc(Cl)ccc4c(N)c3[C@@H](C1)C2,False,False
50489532,COc1ccc2CC(CCc2c1)NC(=O)N(C)C,0.67,Ki (nM),COc1ccc2c(c1)CCC(NC(=O)N(C)C)C2,False,False
51377536,COc1cc(CNC(=O)CCCCCCNc2c3C4CC(Cc3nc3cc(Cl)ccc23)C=C(C)C4)ccc1O,0.68,Ki (nM),COc1cc(CNC(=O)CCCCCCNc2c3c(nc4cc(Cl)ccc24)CC2C=C(C)CC3C2)ccc1O,False,False
50034651,CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)C(CO)c1ccccc1,0.7,Ki (nM),CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2,False,False
50489463,CN(C)S(=O)(=O)NC1CCc2ccc(O)cc2C1,0.72,Ki (nM),CN(C)S(=O)(=O)NC1CCc2ccc(O)cc2C1,False,False
50871682,Nc1ccc2c(c1)c(-c1ccccc1)n(CCCCCCc1cn(CCNc3c4CCCCc4nc4ccccc34)nn1)c1cc(=[NH2+])ccc21,0.72,Ki (nM),N=c1ccc2c3ccc(N)cc3c(-c3ccccc3)n(CCCCCCc3cn(CCNc4c5c(nc6ccccc46)CCCC5)nn3)c-2c1,False,False
50452606,C(CCCNCc1cc2ccccc2o1)CCCNc1c2CCCCc2nc2ccccc12,0.72,Ki (nM),c1ccc2oc(CNCCCCCCCNc3c4c(nc5ccccc35)CCCC4)cc2c1,False,False
50871612,C(Cc1cccc(CCNc2c3CCCCc3nc3ccccc23)n1)Nc1c2CCCCc2nc2ccccc12,0.768,Ki (nM),c1cc(CCNc2c3c(nc4ccccc24)CCCC3)nc(CCNc2c3c(nc4ccccc24)CCCC3)c1,False,False
50077150,[O-][N+](=O)c1cccc2c(NCCCCCCCCNc3c4CCCCc4nc4ccccc34)c3CCCCc3nc12,0.78,Ki (nM),O=[N+]([O-])c1cccc2c(NCCCCCCCCNc3c4c(nc5ccccc35)CCCC4)c3c(nc12)CCCC3,False,False
50211423,O=c1ccc2[C@H](CCCc2[nH]1)NCCCCCCCCCCN[C@H]1CCCc2[nH]c(=O)ccc12,0.8,Ki (nM),O=c1ccc2c([nH]1)CCC[C@@H]2NCCCCCCCCCCN[C@H]1CCCc2[nH]c(=O)ccc21,False,False
17373,O=c1ccc2[C@H](CCCc2[nH]1)NCCCCCCCCCCN[C@H]1CCCc2[nH]c(=O)ccc12 |r|,0.8,Ki (nM),O=c1ccc2c([nH]1)CCC[C@@H]2NCCCCCCCCCCN[C@H]1CCCc2[nH]c(=O)ccc21,False,False
50489457,COc1ccc2CCC(Cc2c1)NS(=O)(=O)N(C)C,0.83,Ki (nM),COc1ccc2c(c1)CC(NS(=O)(=O)N(C)C)CC2,False,False
51377537,COc1cc(CNC(=O)CCCCCCNc2c3C4CC(Cc3nc3cc(Cl)ccc23)C=C(C)C4)ccc1O,0.94,Ki (nM),COc1cc(CNC(=O)CCCCCCNc2c3c(nc4cc(Cl)ccc24)CC2C=C(C)CC3C2)ccc1O,False,False
50489531,COc1cccc2C[C@H](CCc12)NC(=O)N(C)C,0.98,Ki (nM),COc1cccc2c1CC[C@H](NC(=O)N(C)C)C2,False,False
50811190,Nc1c2CCCCc2nc2cc(Cl)cc(Cl)c12,1.0,Ki (nM),Nc1c2c(nc3cc(Cl)cc(Cl)c13)CCCC2,False,False
17515,Nc1c2CCCCc2nc2cc(Cl)cc(Cl)c12,1.0,Ki (nM),Nc1c2c(nc3cc(Cl)cc(Cl)c13)CCCC2,False,False
50175745,Clc1ccc2c(NCCCCCCCNc3c4Cc5ccccc5-c4nc4ccccc34)c3CCCCc3nc2c1,1.0,Ki (nM),Clc1ccc2c(NCCCCCCCNc3c4c(nc5ccccc35)-c3ccccc3C4)c3c(nc2c1)CCCC3,False,False
50452607,C(CCCNCc1cc2ccccc2o1)CCCNc1c2CCCCc2nc2ccccc12,1.0,Ki (nM),c1ccc2oc(CNCCCCCCCNc3c4c(nc5ccccc35)CCCC4)cc2c1,False,False
50489456,COc1ccc2CC(CCc2c1)NS(=O)(=O)N(C)C,1.1,Ki (nM),COc1ccc2c(c1)CCC(NS(=O)(=O)N(C)C)C2,False,False
50280818,Clc1ccccc1C[n+]1ccc(C=C2C(=O)Nc3ccccc23)cc1,1.1,Ki (nM),O=C1Nc2ccccc2C1=Cc1cc[n+](Cc2ccccc2Cl)cc1,False,False
50489533,COc1ccc2CC[C@@H](Cc2c1)NC(=O)N(C)C,1.1,Ki (nM),COc1ccc2c(c1)C[C@@H](NC(=O)N(C)C)CC2,False,False
51116843,C(CCNc1c2CCCCc2nc2ccccc12)CC[Se][Se]CCCCCNc1c2CCCCc2nc2ccccc12,1.2,Ki (nM),c1ccc2c(NCCCCC[Se][Se]CCCCCNc3c4c(nc5ccccc35)CCCC4)c3c(nc2c1)CCCC3,False,False
51449697,O=C(CCC1CCN(Cc2ccccc2)CC1)c1ccc(cc1)N1CCN(CCCCc2c[nH]c3ccc(cc23)C#N)CC1,1.2,Ki (nM),N#Cc1ccc2[nH]cc(CCCCN3CCN(c4ccc(C(=O)CCC5CCN(Cc6ccccc6)CC5)cc4)CC3)c2c1,False,False
50489462,CN(C)S(=O)(=O)N[C@H]1CCc2cc(O)ccc2C1,1.2,Ki (nM),CN(C)S(=O)(=O)N[C@H]1CCc2cc(O)ccc2C1,False,False
51116814,C(CCNc1c2CCCCc2nc2ccccc12)CC[Se][Se]CCCCCNc1c2CCCCc2nc2ccccc12,1.2,Ki (nM),c1ccc2c(NCCCCC[Se][Se]CCCCCNc3c4c(nc5ccccc35)CCCC4)c3c(nc2c1)CCCC3,False,False
50489465,Oc1ccc(O)cc1,1.2,Ki (nM),Oc1ccc(O)cc1,False,False
50489459,CN(C)C(=O)NC1CCc2cc(O)ccc2C1,1.3,Ki (nM),CN(C)C(=O)NC1CCc2cc(O)ccc2C1,False,False
50871645,C(CCCNc1c2CCCCc2nc2ccccc12)CCCNc1c2CCCCc2nc2ccccc12,1.3,Ki (nM),c1ccc2c(NCCCCCCCNc3c4c(nc5ccccc35)CCCC4)c3c(nc2c1)CCCC3,False,False
15302,c1ccc2c(c1)c(c3c(n2)CCCC3)NCCCCCCCNc4c5ccccc5nc6c4CCCC6,1.3,Ki (nM),c1ccc2c(NCCCCCCCNc3c4c(nc5ccccc35)CCCC4)c3c(nc2c1)CCCC3,False,False
50489461,CN(C)S(=O)(=O)NC1CCc2c(O)cccc2C1,1.3,Ki (nM),CN(C)S(=O)(=O)NC1CCc2c(O)cccc2C1,False,False
50811180,C(CCCNc1c2CCCCc2nc2ccccc12)CCCNc1c2CCCCc2nc2ccccc12,1.3,Ki (nM),c1ccc2c(NCCCCCCCNc3c4c(nc5ccccc35)CCCC4)c3c(nc2c1)CCCC3,False,False
17516,c1ccc2c(c1)c(c3c(n2)CCCC3)NCCCCCCCNc4c5ccccc5nc6c4CCCC6,1.3,Ki (nM),c1ccc2c(NCCCCCCCNc3c4c(nc5ccccc35)CCCC4)c3c(nc2c1)CCCC3,False,False
50949146,CCN(CCC(=O)N1CCN(CCNc2c3CCCCc3nc3ccccc23)CC1)C1CCCCC1,1.35,Ki (nM),CCN(CCC(=O)N1CCN(CCNc2c3c(nc4ccccc24)CCCC3)CC1)C1CCCCC1,False,False
50828053,Nc1ccc2c(c1)c(-c1ccccc1)n(CCCNCCCNCCCNc1c3CCCCc3nc3ccccc13)c1cc(=[NH2+])ccc21,1.49,Ki (nM),N=c1ccc2c3ccc(N)cc3c(-c3ccccc3)n(CCCNCCCNCCCNc3c4c(nc5ccccc35)CCCC4)c-2c1,False,False
50214923,[H][C@]12Cc3nc4cc(Cl)ccc4c(NCCCCCCCNc4c5CCCCc5nc5cc(Cl)ccc45)c3[C@]([H])(CC(C)=C1)C2,1.5,Ki (nM),CC1=C[C@@H]2Cc3nc4cc(Cl)ccc4c(NCCCCCCCNc4c5c(nc6cc(Cl)ccc46)CCCC5)c3[C@H](C1)C2,False,False
50077146,CN(CCCCNc1c2CCCCc2nc2c(NC(=O)CNC(=O)CC[C@H](NC(=O)CNC(=O)OCc3ccccc3)C(=O)N[C@@H](Cc3ccccc3)C(=O)OCc3ccccc3)cccc12)CCCNc1c2CCCCc2nc2ccccc12,1.5,Ki (nM),CN(CCCCNc1c2c(nc3c(NC(=O)CNC(=O)CC[C@H](NC(=O)CNC(=O)OCc4ccccc4)C(=O)N[C@@H](Cc4ccccc4)C(=O)OCc4ccccc4)cccc13)CCCC2)CCCNc1c2c(nc3ccccc13)CCCC2,False,False
50489458,CN(C)C(=O)N[C@H]1CCc2c(O)cccc2C1,1.6,Ki (nM),CN(C)C(=O)N[C@H]1CCc2c(O)cccc2C1,False,False
50424788,CC(=O)C(F)(F)CCC(C)(C)C,1.6,Ki (nM),CC(=O)C(F)(F)CCC(C)(C)C,False,False
15306,C=CCN(CCCNc1c2CCCCc2nc2ccccc12)CCCNc1c2CCCCc2nc2ccccc12,1.6,Ki (nM),C=CCN(CCCNc1c2c(nc3ccccc13)CCCC2)CCCNc1c2c(nc3ccccc13)CCCC2,False,False
51058870,COc1ccc(Cn2cc(C(=O)NCCCNc3c4CCCCc4nc4cc(Cl)ccc34)c(=O)c3ccccc23)cc1,1.6,Ki (nM),COc1ccc(Cn2cc(C(=O)NCCCNc3c4c(nc5cc(Cl)ccc35)CCCC4)c(=O)c3ccccc32)cc1,False,False
50787289,CC[N+](C)(C)c1cccc(O)c1,1.6,Ki (nM),CC[N+](C)(C)c1cccc(O)c1,False,False
50871606,C(Cc1ccc(CCNc2c3CCCCc3nc3ccccc23)cc1)Nc1c2CCCCc2nc2ccccc12,1.63,Ki (nM),c1ccc2c(NCCc3ccc(CCNc4c5c(nc6ccccc46)CCCC5)cc3)c3c(nc2c1)CCCC3,False,False
