BindingDB_ID,smiles,value,standard_type,CuratedSmiles,IsSalt,FailedSanit
50712930,COC(=O)[C@]12CC[C@H]([C@@H]1[C@H]1CC[C@@H]3[C@@]4(C)CC[C@H](OC(C)=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2)C(\C)=N\OC(C)=O,,Ki (nM),COC(=O)[C@]12CC[C@@H](/C(C)=N/OC(C)=O)[C@@H]1[C@H]1CC[C@@H]3[C@@]4(C)CC[C@H](OC(C)=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,False,False
50991318,O[C@H]1[C@H]2C(=O)C=C3S[C@H]4C[C@@]13C1=C(N4)C(=O)c3[nH]cc4CC[N+]2=C1c34,15000.0,Ki (nM),O=C1C2=C3C4=[N+](CCc5c[nH]c1c54)[C@@H]1C(=O)C=C4S[C@@H](C[C@@]43[C@H]1O)N2,False,False
50871604,CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC,15000.0,Ki (nM),CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC,False,False
50012030,Fc1c(F)c(F)c(c(F)c1F)-c1c2ccc(n2)c(-c2c(F)c(F)c(F)c(F)c2F)c2ccc([nH]2)c(-c2c(F)c(F)c(F)c(F)c2F)c2ccc([nH]2)c(-c2c(F)c(F)c(F)c(F)c2F)c2ccc1n2,15200.0,Ki (nM),Fc1c(F)c(F)c(-c2c3nc(c(-c4c(F)c(F)c(F)c(F)c4F)c4ccc([nH]4)c(-c4c(F)c(F)c(F)c(F)c4F)c4ccc([nH]4)c(-c4c(F)c(F)c(F)c(F)c4F)c4nc2C=C4)C=C3)c(F)c1F,False,False
50572686,Fc1c(F)c(F)c(c(F)c1F)-c1c2ccc(n2)c(-c2c(F)c(F)c(F)c(F)c2F)c2ccc([nH]2)c(-c2c(F)c(F)c(F)c(F)c2F)c2ccc([nH]2)c(-c2c(F)c(F)c(F)c(F)c2F)c2ccc1n2,15200.0,Ki (nM),Fc1c(F)c(F)c(-c2c3nc(c(-c4c(F)c(F)c(F)c(F)c4F)c4ccc([nH]4)c(-c4c(F)c(F)c(F)c(F)c4F)c4ccc([nH]4)c(-c4c(F)c(F)c(F)c(F)c4F)c4nc2C=C4)C=C3)c(F)c1F,False,False
293119,CC(=O)Nc1ccc(OCC(=O)N2CCN(CC2)c2ncccn2)cc1,34830.0,Ki (nM),CC(=O)Nc1ccc(OCC(=O)N2CCN(c3ncccn3)CC2)cc1,False,False
293114,CCN1CCN(CC1)C(=O)COc1ccc(NC(C)=O)cc1,15770.0,Ki (nM),CCN1CCN(C(=O)COc2ccc(NC(C)=O)cc2)CC1,False,False
51144709,CCN(CC)Cc1cc(N)ccc1O,16000.0,Ki (nM),CCN(CC)Cc1cc(N)ccc1O,False,False
50104906,COC(=O)[C@@]1(C)CC[C@]2(C)CC[C@]3(C)C(=CC(=O)[C@@H]4[C@@]5(C)CC[C@H](OC(=O)[C@@H](N)CCC(=O)OCc6ccccc6)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]2C1,16050.0,Ki (nM),COC(=O)[C@@]1(C)CC[C@]2(C)CC[C@]3(C)C(=CC(=O)[C@@H]4[C@@]5(C)CC[C@H](OC(=O)[C@@H](N)CCC(=O)OCc6ccccc6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,False,False
50326724,CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CCC4=C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C,16100.0,Ki (nM),CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CCC4=C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C,False,False
50481826,CC(=O)O[C@@H]1C[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2CC=C2[C@@H]4CC(C)(C)CC[C@@]4(CC[C@@]32C)C(=O)NCc2ccccc2)C(C)(C)[C@H]1OC(C)=O,16190.0,Ki (nM),CC(=O)O[C@@H]1C[C@]2(C)[C@H]3CC=C4[C@@H]5CC(C)(C)CC[C@]5(C(=O)NCc5ccccc5)CC[C@@]4(C)[C@]3(C)CC[C@H]2C(C)(C)[C@H]1OC(C)=O,False,False
50553327,Fc1ccc(NC(=N)NC(=N)N2CCN(CC2)C(=N)NC(=N)Nc2ccc(F)cc2)cc1,16190.0,Ki (nM),N=C(NC(=N)N1CCN(C(=N)NC(=N)Nc2ccc(F)cc2)CC1)Nc1ccc(F)cc1,False,False
50104908,[H][C@@]12C[C@](C)(CC[C@]1(C)CC[C@]1(C)C2=CC(=O)[C@]2([H])[C@@]3(C)CC[C@H](OC(=O)[C@@H](N)CC(O)=O)C(C)(C)[C@]3([H])CC[C@@]12C)C(=O)OC,16230.0,Ki (nM),COC(=O)[C@@]1(C)CC[C@]2(C)CC[C@]3(C)C(=CC(=O)[C@@H]4[C@@]5(C)CC[C@H](OC(=O)[C@@H](N)CC(=O)O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,False,False
50553662,CCN(CC)CCNC(=O)N1c2ccccc2Sc2ccccc12,16300.0,Ki (nM),CCN(CC)CCNC(=O)N1c2ccccc2Sc2ccccc21,False,False
50713800,COC(=O)[C@]12CC[C@H]([C@@H]1[C@H]1CC[C@@H]3[C@@]4(C)CC[C@H](OC(C)=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2)C(\C)=N\O,16390.0,Ki (nM),COC(=O)[C@]12CC[C@@H](/C(C)=N/O)[C@@H]1[C@H]1CC[C@@H]3[C@@]4(C)CC[C@H](OC(C)=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,False,False
50713134,CC(=O)O[C@H]1CC[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2CC[C@@H]2[C@H]4[C@@H](CC[C@@]4(CC[C@@]32C)C(O)=O)C(\C)=N\O)C1(C)C,16710.0,Ki (nM),CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@@H]4[C@H]5[C@H](/C(C)=N/O)CC[C@]5(C(=O)O)CC[C@@]4(C)[C@]3(C)CC[C@H]2C1(C)C,False,False
50481728,CCCOC(=O)[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)C[C@@H](O)[C@H](O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,16860.0,Ki (nM),CCCOC(=O)[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)C[C@@H](O)[C@H](O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,False,False
50534545,Cc1ccc(NC(=[Se])NCCCCCN2C[C@H](O)[C@@H](O)[C@H](O)[C@H]2CO)cc1,16900.0,Ki (nM),Cc1ccc(NC(=[Se])NCCCCCN2C[C@H](O)[C@@H](O)[C@H](O)[C@H]2CO)cc1,False,False
50927105,COc1c(O)cc(cc1O)C1Oc2cc(O)c(C\C=C(/C)CCC=C(C)C)c(O)c2C(=O)[C@@H]1O,16900.0,Ki (nM),COc1c(O)cc(C2Oc3cc(O)c(C/C=C(\C)CCC=C(C)C)c(O)c3C(=O)[C@@H]2O)cc1O,False,False
50713809,C[C@@H](N)[C@@H]1CC[C@@]2(CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(C)=O)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]12)C(=O)OCc1ccccc1,17000.0,Ki (nM),CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@@H]4[C@H]5[C@H]([C@@H](C)N)CC[C@]5(C(=O)OCc5ccccc5)CC[C@@]4(C)[C@]3(C)CC[C@H]2C1(C)C,False,False
50326728,CC[C@H](C[C@@H](O)[C@@H](C)[C@H]1CCC2C3C[C@@H](O)[C@@]4(O)C[C@@H](O)C[C@H](O)[C@]4(C)C3CC[C@]12C)C(C)C,17000.0,Ki (nM),CC[C@H](C[C@@H](O)[C@@H](C)[C@H]1CCC2C3C[C@@H](O)[C@@]4(O)C[C@@H](O)C[C@H](O)[C@]4(C)C3CC[C@@]21C)C(C)C,False,False
50453305,COc1cccc(CCCCCCCCNCc2ccccc2OC)c1,17000.0,Ki (nM),COc1cccc(CCCCCCCCNCc2ccccc2OC)c1,False,False
50590117,Clc1nc(N2CCCCC2)c(cc1C#N)C#N,17200.0,Ki (nM),N#Cc1cc(C#N)c(N2CCCCC2)nc1Cl,False,False
50502638,COc1cccc(CN2CCC(CC2)\C=C2/Cc3cccc(OC)c3C2=O)c1,17230.0,Ki (nM),COc1cccc(CN2CCC(/C=C3\Cc4cccc(OC)c4C3=O)CC2)c1,False,False
50246485,C[C@@H]([C@H]1CC[C@H]2[C@@H]3CC[C@H]4[C@@H](OC(C)=O)[C@H](CC[C@]4(C)[C@H]3CC[C@]12C)NC(=O)C=C(C)C)N(C)C,17600.0,Ki (nM),CC(=O)O[C@H]1[C@@H](NC(=O)C=C(C)C)CC[C@]2(C)[C@H]3CC[C@]4(C)[C@@H]([C@H](C)N(C)C)CC[C@H]4[C@@H]3CC[C@@H]12,False,False
50104888,COC(=O)[C@@]1(C)CC[C@]2(C)CC[C@]3(C)C(=CC(=O)[C@@H]4[C@@]5(C)CC[C@H](OC(=O)[C@@H](C)N)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]2C1,17670.0,Ki (nM),COC(=O)[C@@]1(C)CC[C@]2(C)CC[C@]3(C)C(=CC(=O)[C@@H]4[C@@]5(C)CC[C@H](OC(=O)[C@@H](C)N)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,False,False
50099534,C[n+]1cccc2ccc3ccccc3c12,18000.0,Ki (nM),C[n+]1cccc2ccc3ccccc3c21,False,False
50502626,COc1cccc2C\C(=C/C3CCN(Cc4ccc5OCOc5c4)CC3)C(=O)c12,18200.0,Ki (nM),COc1cccc2c1C(=O)/C(=C/C1CCN(Cc3ccc4c(c3)OCO4)CC1)C2,False,False
50012029,Oc1ccccc1-c1c2ccc(n2)c(-c2ccccc2O)c2ccc([nH]2)c(-c2ccccc2O)c2ccc([nH]2)c(-c2ccccc2O)c2ccc1n2,18300.0,Ki (nM),Oc1ccccc1-c1c2nc(c(-c3ccccc3O)c3ccc([nH]3)c(-c3ccccc3O)c3ccc([nH]3)c(-c3ccccc3O)c3nc1C=C3)C=C2,False,False
50099330,C(C[n+]1cccc2c1ccc1ccccc21)c1ccccc1,18500.0,Ki (nM),c1ccc(CC[n+]2cccc3c4ccccc4ccc32)cc1,False,False
51510801,CC(=O)Nc1nc(Cl)c2n(cnc2n1)C1O[C@@H]([C@@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]1OC(C)=O)C(=O)NCc1ccccc1,18720.0,Ki (nM),CC(=O)Nc1nc(Cl)c2c(ncn2C2O[C@H](C(=O)NCc3ccccc3)[C@@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]2OC(C)=O)n1,False,False
50104898,COC(=O)[C@@]1(C)CC[C@]2(C)CC[C@]3(C)C(=CC(=O)[C@@H]4[C@@]5(C)CC[C@H](OC(=O)[C@@H](N)CCN)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]2C1,18720.0,Ki (nM),COC(=O)[C@@]1(C)CC[C@]2(C)CC[C@]3(C)C(=CC(=O)[C@@H]4[C@@]5(C)CC[C@H](OC(=O)[C@@H](N)CCN)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,False,False
50104904,[H][C@@]12C[C@](C)(CC[C@]1(C)CC[C@]1(C)C2=CC(=O)[C@]2([H])[C@@]3(C)CC[C@H](OC(=O)[C@@H](N)CCC(O)=O)C(C)(C)[C@]3([H])CC[C@@]12C)C(=O)OC,18940.0,Ki (nM),COC(=O)[C@@]1(C)CC[C@]2(C)CC[C@]3(C)C(=CC(=O)[C@@H]4[C@@]5(C)CC[C@H](OC(=O)[C@@H](N)CCC(=O)O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,False,False
50453302,COc1cccc(CCCCCCCCN2CCCC(C2)OC(C)=O)c1,19000.0,Ki (nM),COc1cccc(CCCCCCCCN2CCCC(OC(C)=O)C2)c1,False,False
51046011,COc1ccc(\C=N\NC(=O)CN2CCC(Cc3ccccc3)CC2)cc1,19500.0,Ki (nM),COc1ccc(/C=N/NC(=O)CN2CCC(Cc3ccccc3)CC2)cc1,False,False
50809693,CN(C)C(=O)Oc1ccc[n+](C)c1,19700.0,Ki (nM),CN(C)C(=O)Oc1ccc[n+](C)c1,False,False
50104885,[H][C@@]12C[C@](C)(CC[C@]1(C)CC[C@]1(C)C2=CC(=O)[C@]2([H])[C@@]3(C)CC[C@H](OC(=O)CN)C(C)(C)[C@]3([H])CC[C@@]12C)C(=O)OC,19790.0,Ki (nM),COC(=O)[C@@]1(C)CC[C@]2(C)CC[C@]3(C)C(=CC(=O)[C@@H]4[C@@]5(C)CC[C@H](OC(=O)CN)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,False,False
50553259,FC(F)(F)Oc1ccc(NC(=N)NC(=N)N2CCN(CC2)C(=N)NC(=N)Nc2ccc(OC(F)(F)F)cc2)cc1,19830.0,Ki (nM),N=C(NC(=N)N1CCN(C(=N)NC(=N)Nc2ccc(OC(F)(F)F)cc2)CC1)Nc1ccc(OC(F)(F)F)cc1,False,False
50553263,Ic1cccc(NC(=N)NC(=N)N2CCN(CC2)C(=N)NC(=N)Nc2cccc(I)c2)c1,19940.0,Ki (nM),N=C(NC(=N)N1CCN(C(=N)NC(=N)Nc2cccc(I)c2)CC1)Nc1cccc(I)c1,False,False
50104903,COC(=O)[C@@]1(C)CC[C@]2(C)CC[C@]3(C)C(=CC(=O)[C@@H]4[C@@]5(C)CC[C@H](OC(=O)[C@@H](N)CCCCN)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]2C1,19980.0,Ki (nM),COC(=O)[C@@]1(C)CC[C@]2(C)CC[C@]3(C)C(=CC(=O)[C@@H]4[C@@]5(C)CC[C@H](OC(=O)[C@@H](N)CCCCN)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,False,False
51090383,COc1c(Br)cc(CC(=O)NCCCCC[N+](C)(C)C)cc1Br,20000.0,Ki (nM),COc1c(Br)cc(CC(=O)NCCCCC[N+](C)(C)C)cc1Br,False,False
50481735,CC1(C)CC[C@@]2(CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]2C1)C(=O)NCC=C,,Ki (nM),C=CCNC(=O)[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)C[C@@H](O)[C@H](O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,False,False
50100756,CCCCCCCSC(=O)OCC[N+](C)(C)C,20000.0,Ki (nM),CCCCCCCSC(=O)OCC[N+](C)(C)C,False,False
50481774,CC(=O)O[C@@H]1C[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2CC=C2[C@@H]4CC(C)(C)CC[C@@]4(CC[C@@]32C)C(N)=O)C(C)(C)[C@H]1OC(C)=O,,Ki (nM),CC(=O)O[C@@H]1C[C@]2(C)[C@H]3CC=C4[C@@H]5CC(C)(C)CC[C@]5(C(N)=O)CC[C@@]4(C)[C@]3(C)CC[C@H]2C(C)(C)[C@H]1OC(C)=O,False,False
50918297,Oc1ccc2C[C@H]3[C@H]4CCCC[C@@]4(CCN3CC=C)c2c1,20000.0,Ki (nM),C=CCN1CC[C@@]23CCCC[C@@H]2[C@@H]1Cc1ccc(O)cc13,False,False
51261727,C(Oc1ccc(\C=N\c2c3CCCCc3nc3ccccc23)cc1OCc1ccccc1)c1ccccc1,20000.0,Ki (nM),C(=N/c1c2c(nc3ccccc13)CCCC2)\c1ccc(OCc2ccccc2)c(OCc2ccccc2)c1,False,False
50104845,CC1(C)[C@@H](O)CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2C(=O)C=C2[C@@H]3C[C@](C)(CC[C@]3(C)CC[C@@]12C)C(=O)On1nnc2ccccc12,,Ki (nM),CC1(C)[C@@H](O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)On6nnc7ccccc76)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,False,False
50918298,CN1CC[C@@]23CCCC[C@@H]2[C@@H]1Cc1cc(O)ccc31,20000.0,Ki (nM),CN1CC[C@@]23CCCC[C@@H]2[C@@H]1Cc1cc(O)ccc13,False,False
50481777,CC1(C)CC[C@@]2(CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]2C1)C(=O)OCc1ccc(Br)cc1,,Ki (nM),CC1(C)CC[C@]2(C(=O)OCc3ccc(Br)cc3)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,False,False
50481809,CCNC(=O)[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)C[C@@H](O)[C@H](O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,,Ki (nM),CCNC(=O)[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)C[C@@H](O)[C@H](O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,False,False
50481755,CC(=O)O[C@H]1C[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2CC=C2[C@@H]4CC(C)(C)CC[C@@]4(CC[C@@]32C)C(O)=O)C(C)(C)[C@H]1OC(C)=O,,Ki (nM),CC(=O)O[C@H]1C[C@]2(C)[C@H]3CC=C4[C@@H]5CC(C)(C)CC[C@]5(C(=O)O)CC[C@@]4(C)[C@]3(C)CC[C@H]2C(C)(C)[C@H]1OC(C)=O,False,False
50481784,CC1(C)CC[C@@]2(CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]2C1)C(N)=O,,Ki (nM),CC1(C)CC[C@]2(C(N)=O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,False,False
50481726,CC1(C)CC[C@@]2(CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]2C1)C(=O)NCC#C,,Ki (nM),C#CCNC(=O)[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)C[C@@H](O)[C@H](O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,False,False
50481757,CC(=O)O[C@@H]1C[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2CC=C2[C@@H]4CC(C)(C)CC[C@@]4(CC[C@@]32C)C(=O)NCC=C)C(C)(C)[C@H]1OC(C)=O,,Ki (nM),C=CCNC(=O)[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)C[C@@H](OC(C)=O)[C@H](OC(C)=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,False,False
50481797,CC1(C)CC[C@@]2(CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]2C1)C(=O)OCCCO,20120.0,Ki (nM),CC1(C)CC[C@]2(C(=O)OCCCO)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,False,False
50712934,CC(=O)[C@@H]1CC[C@@]2(CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@@H](N)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]12)C(=O)OCc1ccccc1,20330.0,Ki (nM),CC(=O)[C@@H]1CC[C@]2(C(=O)OCc3ccccc3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@@H](N)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,False,False
50104894,CNCC(=O)O[C@H]1CC[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2C(=O)C=C2[C@@H]4C[C@](C)(CC[C@]4(C)CC[C@@]32C)C(=O)OC)C1(C)C,20390.0,Ki (nM),CNCC(=O)O[C@H]1CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)OC)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@H]2C1(C)C,False,False
50076506,COc1cc(C=NNC(=O)Nc2ccncc2)ccc1O,20520.0,Ki (nM),COc1cc(C=NNC(=O)Nc2ccncc2)ccc1O,False,False
50481743,COC(=O)[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)C[C@@H](O)[C@H](OS(N)(=O)=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,20530.0,Ki (nM),COC(=O)[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)C[C@@H](O)[C@H](OS(N)(=O)=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,False,False
50326722,CC[C@H](\C=C\[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C=CC4C[C@@H](O)CC[C@]4(C)C3=CC[C@]12C)C(C)C,20600.0,Ki (nM),CC[C@H](/C=C/[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C=CC4C[C@@H](O)CC[C@]4(C)C3=CC[C@]12C)C(C)C,False,False
50104890,COC(=O)[C@@]1(C)CC[C@]2(C)CC[C@]3(C)C(=CC(=O)[C@@H]4[C@@]5(C)CC[C@H](OC(=O)[C@@H](N)Cc6ccccc6)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]2C1,20690.0,Ki (nM),COC(=O)[C@@]1(C)CC[C@]2(C)CC[C@]3(C)C(=CC(=O)[C@@H]4[C@@]5(C)CC[C@H](OC(=O)[C@@H](N)Cc6ccccc6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,False,False
50104887,[H][C@@]12C[C@](C)(CC[C@]1(C)CC[C@]1(C)C2=CC(=O)[C@]2([H])[C@@]3(C)CC[C@H](OC(=O)[C@H](C)N)C(C)(C)[C@]3([H])CC[C@@]12C)C(=O)OC,20760.0,Ki (nM),COC(=O)[C@@]1(C)CC[C@]2(C)CC[C@]3(C)C(=CC(=O)[C@@H]4[C@@]5(C)CC[C@H](OC(=O)[C@H](C)N)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,False,False
50713797,C[C@@H](N)[C@@H]1CC[C@@]2(CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(C)=O)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]12)C(O)=O,20860.0,Ki (nM),CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@@H]4[C@H]5[C@H]([C@@H](C)N)CC[C@]5(C(=O)O)CC[C@@]4(C)[C@]3(C)CC[C@H]2C1(C)C,False,False
50712936,CC(=O)[C@@H]1CC[C@]2(N)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]12,20900.0,Ki (nM),CC(=O)[C@@H]1CC[C@]2(N)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,False,False
51135943,NC(=O)c1cc[n+](CCC[n+]2cc(Cl)c(C=NO)c(Cl)c2)cc1,21000.0,Ki (nM),NC(=O)c1cc[n+](CCC[n+]2cc(Cl)c(C=NO)c(Cl)c2)cc1,False,False
50871654,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C,21000.0,Ki (nM),C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C,False,False
51031506,OC1CCCN(Cc2ccc(cc2)C(=O)N\N=C\c2ccc(cc2)-n2ccnc2)C1,21100.0,Ki (nM),O=C(N/N=C/c1ccc(-n2ccnc2)cc1)c1ccc(CN2CCCC(O)C2)cc1,False,False
50553288,CC(C)(C)c1ccc(NC(=N)NC(=N)N2CCN(CC2)C(=N)NC(=N)Nc2ccc(cc2)C(C)(C)C)cc1,21770.0,Ki (nM),CC(C)(C)c1ccc(NC(=N)NC(=N)N2CCN(C(=N)NC(=N)Nc3ccc(C(C)(C)C)cc3)CC2)cc1,False,False
50553303,Clc1ccc(NC(=N)NC(=N)N2CCN(CC2)C(=N)NC(=N)Nc2ccc(Cl)cc2)cc1,22000.0,Ki (nM),N=C(NC(=N)N1CCN(C(=N)NC(=N)Nc2ccc(Cl)cc2)CC1)Nc1ccc(Cl)cc1,False,False
51135947,NC(=O)c1cc[n+](CC=CC[n+]2cc(Cl)c(C=NO)c(Cl)c2)cc1,22000.0,Ki (nM),NC(=O)c1cc[n+](CC=CC[n+]2cc(Cl)c(C=NO)c(Cl)c2)cc1,False,False
50099524,CC(C)[n+]1cc2ccccc2c2ccccc12,22000.0,Ki (nM),CC(C)[n+]1cc2ccccc2c2ccccc21,False,False
50453299,COc1cccc(CCCCCCCCN2CCCC2)c1,22400.0,Ki (nM),COc1cccc(CCCCCCCCN2CCCC2)c1,False,False
50453304,COc1cccc(CCCCCCCCN2CCCC(C2)OC(=O)N(C)C)c1,22400.0,Ki (nM),COc1cccc(CCCCCCCCN2CCCC(OC(=O)N(C)C)C2)c1,False,False
50474984,CC1(C)CC[C@@]2(CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]2C1)C(=O)OC\C=C/CCl,22480.0,Ki (nM),CC1(C)CC[C@]2(C(=O)OC/C=C\CCl)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,False,False
50991333,[H][C@@]12C[C@]3(C=C(Br)C(=O)C=C3S1)C1=C(N2)C(=O)c2[nH]cc3CCN=C1c23,22800.0,Ki (nM),O=C1C=C2S[C@H]3C[C@]2(C=C1Br)C1=C(N3)C(=O)c2[nH]cc3c2C1=NCC3,False,False
51510817,COC1O[C@H](Cn2ccc(=O)n(C[C@H]3O[C@H](OC)[C@H](O)[C@@H](O)[C@@H]3O)c2=O)[C@@H](O)[C@H](O)[C@H]1O,22900.0,Ki (nM),COC1O[C@H](Cn2ccc(=O)n(C[C@H]3O[C@H](OC)[C@H](O)[C@@H](O)[C@@H]3O)c2=O)[C@@H](O)[C@H](O)[C@H]1O,False,False
51117647,CCCCCCCCCCC\C=C\C(=O)N1CCCCCCC1,22990.0,Ki (nM),CCCCCCCCCCC/C=C/C(=O)N1CCCCCCC1,False,False
200776,CN(C)C(=O)Oc1cccc(c1)[N+](C)(C)C,23000.0,Ki (nM),CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1,False,False
50871653,CC(=O)CCC[N+](C)(C)C,23000.0,Ki (nM),CC(=O)CCC[N+](C)(C)C,False,False
51261713,C(Oc1ccc(\C=N\c2c3CCCCc3nc3ccccc23)cc1)c1ccccc1,23000.0,Ki (nM),C(=N/c1c2c(nc3ccccc13)CCCC2)\c1ccc(OCc2ccccc2)cc1,False,False
