smiles,standard_type,value,units,bindingdb_id,data_validity_comment,activity_comment,warning_flag
"CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NC4CCC(CC4)N4CCOCC4)c(c3)[N+]([O-])=O)c(Oc3cccc4[nH]ncc34)c2)=C(C1)c1ccc(Cl)cc1 |c:63,(-5.31,9.05,;-4.59,7.69,;-3.86,9.05,;-3.25,6.92,;-3.25,5.38,;-4.59,4.61,;-4.59,3.07,;-3.25,2.3,;-3.25,.76,;-1.92,-.01,;-.58,.76,;-.58,2.3,;-1.92,3.07,;.75,-.01,;.75,-1.55,;2.08,-2.32,;3.42,-1.55,;4.75,-2.32,;6.08,-1.55,;4.75,-3.86,;6.08,-4.63,;5.31,-5.96,;6.85,-3.29,;7.42,-5.4,;7.42,-6.94,;8.75,-7.71,;10.09,-6.94,;11.42,-7.71,;11.42,-9.25,;12.75,-10.02,;12.75,-11.56,;11.42,-12.33,;10.09,-11.56,;10.09,-10.02,;11.42,-13.87,;12.75,-14.64,;12.75,-16.18,;11.42,-16.95,;10.09,-16.18,;10.09,-14.64,;10.09,-5.4,;8.75,-4.63,;11.42,-4.63,;11.42,-3.09,;12.75,-5.4,;3.42,-.01,;4.75,.76,;4.75,2.3,;6.08,3.07,;6.08,4.61,;4.75,5.38,;3.42,4.61,;1.95,5.09,;1.05,3.84,;1.95,2.6,;3.42,3.07,;2.08,.76,;-5.92,5.38,;-5.92,6.92,;-7.25,4.61,;-7.25,3.07,;-8.59,2.3,;-9.92,3.07,;-11.25,2.3,;-9.92,4.61,;-8.59,5.38,)|",Ki, 0.03,nM,325105,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCCCN4CCCC4)c(c3)[N+]([O-])=O)c(Oc3cccc(Cl)c3F)c2)=C(C1)c1ccc(Cl)cc1 |c:56|,Ki, 0.03,nM,198644,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NC4CCN(CC4)C4CCOCC4)c(c3)[N+]([O-])=O)c(Oc3cccc(Cl)c3)c2)=C(C1)c1ccc(Cl)cc1 |c:60|,Ki, 0.03,nM,281459,,,False
CN1CCC(CC1)Nc1ccc(cc1[N+]([O-])=O)S(=O)(=O)NC(=O)c1ccc(cc1Oc1cccc2[nH]ccc12)N1CCN(CC2=C(CC(C)(C)OC2)c2ccc(Cl)cc2)CC1 |t:49|,Ki, 0.03,nM,324861,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NC4CCN(CC4)C4CCOCC4)c(c3)[N+]([O-])=O)c(Oc3cccc(Cl)c3)c2)=C(C1)c1ccc(Cl)cc1,Ki, 0.03,nM,387705,,,False
CN(C)CCCNc1ccc(cc1[N+]([O-])=O)S(=O)(=O)NC(=O)c1ccc(cc1Oc1cccc2[nH]cc(CN3CCN(C)CC3)c12)N1CCN(CC2=C(CC(C)(C)CC2)c2ccc(Cl)cc2)CC1 |t:56|,Ki, 0.031,nM,281540,,,False
FC1(COc2ncc(cc2Cl)S(=O)(=O)NC(=O)c2ccc(cc2Oc2cnc3[nH]ccc3c2)N2CCC(F)(Cc3ccccc3-c3ccc(Cl)cc3)CC2)CCOCC1,Ki, 0.031,nM,339813,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(OCC4(F)CCOCC4)c(c3)[N+]([O-])=O)c(Oc3ccc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1 |c:58|,Ki, 0.031,nM,325031,,,False
CN(C)CCCNc1ccc(cc1[N+]([O-])=O)S(=O)(=O)NC(=O)c1ccc(cc1Oc1cccc2[nH]cc(CN3CCN(C)CC3)c12)N1CCN(CC2=C(CC(C)(C)CC2)c2ccc(Cl)cc2)CC1,Ki, 0.031,nM,387789,,,False
FC1(COc2ncc(cc2Cl)S(=O)(=O)NC(=O)c2ccc(cc2Oc2cnc3[nH]ccc3c2)N2CCC(F)(Cc3ccccc3-c3ccc(Cl)cc3)CC2)CCOCC1,Ki, 0.031,nM,1179997,,,False
"CCN(CC)C1CCC(CC1)Nc1ccc(cc1[N+]([O-])=O)S(=O)(=O)NC(=O)c1ccc(cc1Oc1cccc2[nH]ccc12)N1CCN(CC2=C(CC(C)(C)CC2)c2ccc(Cl)cc2)CC1 |t:53,(-9.75,7.17,;-8.41,7.94,;-7.08,7.17,;-7.08,5.63,;-5.75,4.86,;-5.75,7.94,;-4.41,7.17,;-3.08,7.94,;-3.08,9.48,;-4.41,10.25,;-5.75,9.48,;-1.74,10.25,;-.41,9.48,;-.41,7.94,;.92,7.17,;2.26,7.94,;2.26,9.48,;.92,10.25,;.92,11.79,;-.41,12.56,;2.26,12.56,;3.59,7.17,;4.36,8.5,;2.82,5.83,;4.92,6.4,;4.92,4.86,;3.59,4.09,;6.26,4.09,;7.59,4.86,;8.92,4.09,;8.92,2.55,;7.59,1.78,;6.26,2.55,;4.92,1.78,;4.92,.24,;6.26,-.53,;6.26,-2.07,;4.92,-2.84,;3.59,-2.07,;2.13,-2.55,;1.22,-1.3,;2.13,-.06,;3.59,-.53,;10.26,1.78,;11.59,2.55,;12.93,1.78,;12.93,.24,;14.26,-.53,;15.59,.24,;16.93,-.53,;18.26,.24,;18.26,1.78,;19.8,1.83,;19.08,3.08,;16.93,2.55,;15.59,1.78,;16.93,-2.07,;18.26,-2.84,;18.26,-4.38,;16.93,-5.15,;16.93,-6.69,;15.59,-4.38,;15.59,-2.84,;11.59,-.53,;10.26,.24,)|",Ki, 0.031,nM,324912,,,False
FC1(COc2ncc(cc2Cl)S(=O)(=O)NC(=O)c2ccc(cc2Oc2cnc3[nH]ccc3c2)N2CCC(F)(Cc3ccccc3-c3ccc(Cl)cc3)CC2)CCOCC1,Ki, 0.031,nM,704863,,,False
CN1CCC(F)(COc2ccc(cc2S(=O)(=O)C(F)(F)F)S(=O)(=O)NC(=O)c2ccc(cc2Oc2cnc3[nH]ccc3c2)N2CCN(CC3=C(CC(C)(C)CC3)c3ccc(Cl)cc3)CC2)CC1,Ki, 0.031,nM,1372961,,,False
CN1CCC(CC1)Nc1ccc(cc1[N+]([O-])=O)S(=O)(=O)NC(=O)c1ccc(cc1Oc1cccc(I)c1)N1CCN(CC2=C(CC(C)(C)OC2)c2ccc(Cl)cc2)CC1 |t:46|,Ki, 0.031,nM,281490,,,False
CN1CCC(F)(COc2ccc(cc2S(=O)(=O)C(F)(F)F)S(=O)(=O)NC(=O)c2ccc(cc2Oc2cnc3[nH]ccc3c2)N2CCN(CC3=C(CC(C)(C)CC3)c3ccc(Cl)cc3)CC2)CC1 |t:52|,Ki, 0.031,nM,339773,,,False
CN1CCC(F)(COc2ccc(cc2S(=O)(=O)C(F)(F)F)S(=O)(=O)NC(=O)c2ccc(cc2Oc2cnc3[nH]ccc3c2)N2CCN(CC3=C(CC(C)(C)CC3)c3ccc(Cl)cc3)CC2)CC1,Ki, 0.031,nM,1179915,,,False
CN1CCC(F)(COc2ccc(cc2S(=O)(=O)C(F)(F)F)S(=O)(=O)NC(=O)c2ccc(cc2Oc2cnc3[nH]ccc3c2)N2CCN(CC3=C(CC(C)(C)CC3)c3ccc(Cl)cc3)CC2)CC1,Ki, 0.031,nM,704822,,,False
FC1(COc2ncc(cc2Cl)S(=O)(=O)NC(=O)c2ccc(cc2Oc2cnc3[nH]ccc3c2)N2CCC(F)(Cc3ccccc3-c3ccc(Cl)cc3)CC2)CCOCC1,Ki, 0.031,nM,1373002,,,False
CN1CCC(CC1)Nc1ccc(cc1[N+]([O-])=O)S(=O)(=O)NC(=O)c1ccc(cc1Oc1cccc(I)c1)N1CCN(CC2=C(CC(C)(C)OC2)c2ccc(Cl)cc2)CC1,Ki, 0.031,nM,387738,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NC4CCN(CC4)C4CCOCC4)c(c3)[N+]([O-])=O)c(Oc3cccc(F)c3)c2)=C(C1)c1ccc(Cl)cc1 |c:60|,Ki, 0.032,nM,281445,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NC4CCN(CC4)C4CCOCC4)c(c3)[N+]([O-])=O)c(Oc3cccc(F)c3)c2)=C(C1)c1ccc(Cl)cc1,Ki, 0.032,nM,387691,,,False
CN(C)CCCc1cccc(c1CN1CCN(CC1)c1ccc(C(=O)NS(=O)(=O)c2ccc(NCC3CCOCC3)c(c2)[N+]([O-])=O)c(Oc2cccc3[nH]ccc23)c1)-c1ccc(Cl)cc1,Ki, 0.032,nM,324906,,,False
"CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(OC[C@H]4CC[C@H](O)CC4)c(Cl)c3)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1 |wU:29.29,wD:32.33,c:56,(11.4,-12.25,;10.59,-10.94,;12.13,-10.99,;10.59,-9.4,;9.25,-8.63,;7.92,-9.4,;6.59,-8.63,;6.59,-7.09,;7.92,-6.32,;7.92,-4.78,;6.59,-4.01,;5.25,-4.78,;5.25,-6.32,;6.59,-2.47,;7.92,-1.7,;7.92,-.16,;6.59,.61,;6.59,2.15,;7.92,2.92,;5.25,2.92,;5.25,4.46,;6.79,4.46,;5.25,6,;3.71,4.46,;2.94,5.79,;1.4,5.79,;.63,4.46,;-.91,4.46,;-1.68,3.13,;-3.22,3.13,;-3.99,1.79,;-5.53,1.79,;-6.3,3.13,;-7.84,3.13,;-5.53,4.46,;-3.99,4.46,;1.4,3.13,;.63,1.79,;2.94,3.13,;5.25,-.16,;3.92,.61,;2.59,-.16,;2.59,-1.7,;1.25,-2.47,;-.08,-1.7,;-1.55,-2.18,;-2.45,-.93,;-1.55,.32,;-.08,-.16,;1.25,.61,;5.25,-1.7,;7.92,-10.94,;9.25,-11.71,;6.59,-11.71,;6.59,-13.25,;5.25,-14.02,;3.92,-13.25,;2.59,-14.02,;3.92,-11.71,;5.25,-10.94,)|",Ki, 0.033,nM,339845,,,False
Cc1cc(Oc2cc(ccc2C(=O)NS(=O)(=O)c2ccc(NCC3CCOCC3)c(c2)[N+]([O-])=O)N2CCN(CC3=C(CC(C)(C)CC3)c3ccc(Cl)cc3)CC2)cnc1N |t:42|,Ki, 0.033,nM,281685,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NC4CCN(CC4)C4CCOCC4)c(c3)[N+]([O-])=O)c(Oc3ccccc3F)c2)=C(C1)c1ccc(Cl)cc1,Ki, 0.033,nM,387702,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NN4CCN(CC4)C4COC4)c(c3)[N+]([O-])=O)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1,Ki, 0.033,nM,1372967,,,False
Cc1cc(Oc2cc(ccc2C(=O)NS(=O)(=O)c2ccc(NCC3CCOCC3)c(c2)[N+]([O-])=O)N2CCN(CC3=C(CC(C)(C)CC3)c3ccc(Cl)cc3)CC2)cnc1N,Ki, 0.033,nM,387937,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NC4CCN(CC4)C4CCOCC4)c(c3)[N+]([O-])=O)c(Oc3ccccc3F)c2)=C(C1)c1ccc(Cl)cc1 |c:60|,Ki, 0.033,nM,281456,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NN4CCN(CC4)C4COC4)c(c3)[N+]([O-])=O)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1,Ki, 0.033,nM,1179927,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(OC[C@H]4CC[C@H](O)CC4)c(Cl)c3)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1,Ki, 0.033,nM,704895,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NN4CCN(CC4)C4COC4)c(c3)[N+]([O-])=O)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1,Ki, 0.033,nM,704828,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NN4CCN(CC4)C4COC4)c(c3)[N+]([O-])=O)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1 |c:61|,Ki, 0.033,nM,339778,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(OC[C@H]4CC[C@H](O)CC4)c(Cl)c3)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1,Ki, 0.033,nM,1180062,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(OC[C@H]4CC[C@H](O)CC4)c(Cl)c3)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1,Ki, 0.033,nM,1373034,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3cnc(OC[C@H]4CC[C@](C)(O)CC4)c(Cl)c3)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1,Ki, 0.034,nM,704938,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3cnc(OC[C@H]4CC[C@](C)(O)CC4)c(Cl)c3)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1,Ki, 0.034,nM,1373077,,,False
CC1(C)CC(c2ccc(Cl)cc2)=C2CN3CCN(c4ccc(C(=O)NS(=O)(=O)c5ccc(NCC6COCCO6)c([N+](=O)[O-])c5)c(N5CCCOc6nc7[nH]ccc7cc65)c4)C[C@H]3COCCCO[C@@H]2C1,Ki, 0.034,nM,1497959,,,False
CN1CCC(CC1)Nc1ccc(cc1[N+]([O-])=O)S(=O)(=O)NC(=O)c1ccc(cc1Oc1ccccc1Cl)N1CCN(CC2=C(CCCC2)c2ccc(Cl)cc2)CC1,Ki, 0.034,nM,387622,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CCOC4)c(c3)[N+]([O-])=O)c(Oc3cc4cc[nH]c4cc3F)c2)=C(C1)c1ccc(Cl)cc1 |c:57|,Ki, 0.034,nM,281655,,,False
CN1CCC(CC1)Nc1ccc(cc1[N+]([O-])=O)S(=O)(=O)NC(=O)c1ccc(cc1Oc1ccccc1Cl)N1CCN(CC2=C(CCCC2)c2ccc(Cl)cc2)CC1 |t:46|,Ki, 0.034,nM,281376,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3cnc(OCC4CCC(C)(O)CC4)c(Cl)c3)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1,Ki, 0.034,nM,1180148,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CCOC4)c(c3)[N+]([O-])=O)c(Oc3cc4cc[nH]c4cc3F)c2)=C(C1)c1ccc(Cl)cc1,Ki, 0.034,nM,387907,,,False
CC%10(C)CC(c1ccc(Cl)cc1)=C9CN8CCN(c7ccc(C(=O)NS(=O)(=O)c3ccc(NC[C@H]2COCCO2)c([N+](=O)[O-])c3)c(N6CCCOc5nc4[nH]ccc4cc56)c7)C[C@H]8COCCCO[C@@H]9C%10,Ki, 0.034,nM,1406188,,,False
"CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3cnc(OCC4CCC(C)(O)CC4)c(Cl)c3)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1 |c:57,(6.39,-10.96,;5.57,-9.66,;7.11,-9.71,;5.57,-8.12,;4.24,-7.35,;2.9,-8.12,;1.57,-7.35,;1.57,-5.81,;2.9,-5.04,;2.9,-3.5,;1.57,-2.73,;.23,-3.5,;.23,-5.04,;1.57,-1.19,;2.9,-.42,;2.9,1.12,;1.57,1.89,;1.57,3.43,;.23,4.2,;2.9,4.2,;4.24,3.43,;5.01,4.77,;3.47,2.1,;5.57,2.66,;5.57,1.12,;6.9,.35,;8.24,1.12,;9.57,.35,;10.9,1.12,;12.24,.35,;13.57,1.12,;14.9,.35,;14.9,-1.19,;16.44,-1.24,;15.72,-2.49,;13.57,-1.96,;12.24,-1.19,;8.24,2.66,;9.57,3.43,;6.9,3.43,;.23,1.12,;-1.1,1.89,;-2.43,1.12,;-2.43,-.42,;-3.77,-1.19,;-5.1,-.42,;-6.56,-.89,;-7.47,.35,;-6.56,1.6,;-5.1,1.12,;-3.77,1.89,;.23,-.42,;2.9,-9.66,;4.24,-10.43,;1.57,-10.43,;1.57,-11.97,;.23,-12.74,;-1.1,-11.97,;-2.43,-12.74,;-1.1,-10.43,;.23,-9.66,)|",Ki, 0.034,nM,339886,,,False
CC1(C)C[C@H]2OCCCOC[C@@H]3CN(CCN3CC2=C(C1)c1ccc(Cl)cc1)c1ccc(C(=O)NS(=O)(=O)c2ccc(NC[C@H]3COCCO3)c(c2)[N+]([O-])=O)c(c1)N1CCCOc2nc3[nH]ccc3cc12,Ki, 0.034000,nM,51565550,,,False
FCC(CF)N1CCC2(CC1)CCC(=C(CN1CCN(CC1)c1ccc(C(=O)NS(=O)(=O)c3cnc(OCC4CCOCC4)c(Cl)c3)c(Oc3cnc4[nH]ccc4c3)c1)C2)c1ccc(Cl)cc1,Ki, 0.035,nM,1179987,,,False
CC(C)N1CCC2(CC1)CCC(=C(CN1CCN(CC1)c1ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CCOCC4)c(c3)C(F)(F)F)c(Oc3cnc4[nH]ccc4c3)c1)C2)c1ccc(Cl)cc1 |t:12|,Ki, 0.035,nM,339814,,,False
FCC(CF)N1CCC2(CC1)CCC(=C(CN1CCN(CC1)c1ccc(C(=O)NS(=O)(=O)c3cnc(OCC4CCOCC4)c(Cl)c3)c(Oc3cnc4[nH]ccc4c3)c1)C2)c1ccc(Cl)cc1 |t:14|,Ki, 0.035,nM,339808,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(OCc4ccoc4)c(c3)[N+]([O-])=O)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1,Ki, 0.035,nM,1373009,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(OCc4ccoc4)c(c3)[N+]([O-])=O)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1 |c:56|,Ki, 0.035,nM,339820,,,False
CC(C)N1CCC2(CC1)CCC(=C(CN1CCN(CC1)c1ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CCOCC4)c(c3)C(F)(F)F)c(Oc3cnc4[nH]ccc4c3)c1)C2)c1ccc(Cl)cc1,Ki, 0.035,nM,704864,,,False
CN1CCC(CNc2ccc(cc2[N+]([O-])=O)S(=O)(=O)NC(=O)c2ccc(cc2Oc2cccc(F)c2F)N2CCN(CC3=C(CC(C)(C)CC3)c3ccc(Cl)cc3)CC2)CC1 |t:45|,Ki, 0.035,nM,281486,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(OCc4ccoc4)c(c3)[N+]([O-])=O)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1,Ki, 0.035,nM,704870,,,False
CC(C)N1CCC2(CC1)CCC(=C(CN1CCN(CC1)c1ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CCOCC4)c(c3)C(F)(F)F)c(Oc3cnc4[nH]ccc4c3)c1)C2)c1ccc(Cl)cc1,Ki, 0.035,nM,1179999,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CCC(CC4)C#N)c(c3)[N+]([O-])=O)c(Oc3cnc(N)c(Cl)c3)c2)=C(C1)c1ccc(Cl)cc1,Ki, 0.035,nM,387976,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NN4CCS(=O)(=O)CC4)c(c3)[N+]([O-])=O)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1 |c:58|,Ki, 0.035,nM,339656,,,False
CN1CCN(CC1)Nc1ccc(cc1[N+]([O-])=O)S(=O)(=O)NC(=O)c1ccc(cc1Oc1cccc(F)c1F)N1CCN(CC2=C(CC(C)(C)OC2)c2ccc(Cl)cc2)CC1 |t:47|,Ki, 0.035,nM,281514,,,False
FCC(CF)N1CCC2(CC1)CCC(=C(CN1CCN(CC1)c1ccc(C(=O)NS(=O)(=O)c3cnc(OCC4CCOCC4)c(Cl)c3)c(Oc3cnc4[nH]ccc4c3)c1)C2)c1ccc(Cl)cc1,Ki, 0.035,nM,704858,,,False
CN1CCC(CNc2ccc(cc2[N+]([O-])=O)S(=O)(=O)NC(=O)c2ccc(cc2Oc2cccc(F)c2F)N2CCN(CC3=C(CC(C)(C)CC3)c3ccc(Cl)cc3)CC2)CC1,Ki, 0.035,nM,387733,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NN4CCS(=O)(=O)CC4)c(c3)[N+]([O-])=O)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1,Ki, 0.035,nM,704699,,,False
FCC(CF)N1CCC2(CC1)CCC(=C(CN1CCN(CC1)c1ccc(C(=O)NS(=O)(=O)c3cnc(OCC4CCOCC4)c(Cl)c3)c(Oc3cnc4[nH]ccc4c3)c1)C2)c1ccc(Cl)cc1,Ki, 0.035,nM,1372997,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3cnc(OCC4(F)CCOCC4)c(c3)C#N)c(Oc3cccc4[nH]ncc34)c2)=C(C1)c1ccc(Cl)cc1 |c:57|,Ki, 0.035,nM,325109,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NN4CCS(=O)(=O)CC4)c(c3)[N+]([O-])=O)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1,Ki, 0.035,nM,1372838,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCCCN4CCCC4)c(c3)[N+]([O-])=O)c(Oc3cccc4[nH]ccc34)c2)=C(C1)c1ccc(Cl)cc1 |c:58|,Ki, 0.035,nM,324823,,,False
CN1CCN(CC1)Nc1ccc(cc1[N+]([O-])=O)S(=O)(=O)NC(=O)c1ccc(cc1Oc1cccc(F)c1F)N1CCN(CC2=C(CC(C)(C)OC2)c2ccc(Cl)cc2)CC1,Ki, 0.035,nM,387763,,,False
"CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CCC(CC4)C#N)c(c3)[N+]([O-])=O)c(Oc3cnc(N)c(Cl)c3)c2)=C(C1)c1ccc(Cl)cc1 |c:57,(8.53,-13.15,;7.72,-11.85,;9.26,-11.9,;7.72,-10.31,;6.38,-9.54,;5.05,-10.31,;3.72,-9.54,;3.72,-8,;5.05,-7.23,;5.05,-5.69,;3.72,-4.92,;2.38,-5.69,;2.38,-7.23,;3.72,-3.38,;5.05,-2.61,;5.05,-1.07,;3.72,-.3,;3.72,1.24,;5.05,2.01,;2.38,2.01,;2.38,3.55,;2.38,5.09,;3.92,3.55,;.84,3.55,;.07,2.22,;-1.47,2.22,;-2.24,3.55,;-3.78,3.55,;-4.55,2.22,;-6.09,2.22,;-6.86,.88,;-8.4,.88,;-9.17,2.22,;-8.4,3.55,;-6.86,3.55,;-10.71,2.22,;-12.25,2.22,;-1.47,4.89,;.07,4.89,;-2.24,6.22,;-1.47,7.55,;-3.78,6.22,;2.38,-1.07,;1.05,-.3,;-.29,-1.07,;-1.62,-.3,;-2.95,-1.07,;-2.95,-2.61,;-4.29,-3.38,;-1.62,-3.38,;-1.62,-4.92,;-.29,-2.61,;2.38,-2.61,;5.05,-11.85,;6.38,-12.62,;3.72,-12.62,;3.72,-14.16,;2.38,-14.93,;1.05,-14.16,;-.29,-14.93,;1.05,-12.62,;2.38,-11.85,)|",Ki, 0.035,nM,281724,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(OCc4ccoc4)c(c3)[N+]([O-])=O)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1,Ki, 0.035,nM,1180011,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NN4CCS(=O)(=O)CC4)c(c3)[N+]([O-])=O)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1,Ki, 0.035,nM,1180046,,,False
CC(C)N1CCC2(CC1)CCC(=C(CN1CCN(CC1)c1ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CCOCC4)c(c3)C(F)(F)F)c(Oc3cnc4[nH]ccc4c3)c1)C2)c1ccc(Cl)cc1,Ki, 0.035,nM,1373003,,,False
CN1CCC(COc2ccc(cc2[N+]([O-])=O)S(=O)(=O)NC(=O)c2ccc(cc2Oc2ccc3[nH]ccc3c2)N2CCN(CC3=C(CC(C)(C)CC3)c3ccc(Cl)cc3)CC2)CC1 |t:47|,Ki, 0.036,nM,325058,,,False
CC1(C)CC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CCOCC4)c(c3)[N+]([O-])=O)c(Oc3cnc4[nH]ccc4c3)c2)=C(C=C1)c1ccc(Cl)cc1,Ki, 0.036,nM,1179867,,,False
CC1(C)CC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CCOCC4)c(c3)[N+]([O-])=O)c(Oc3cnc4[nH]ccc4c3)c2)=C(C=C1)c1ccc(Cl)cc1,Ki, 0.036,nM,704798,,,False
COC1(Cc2ccccc2-c2ccc(Cl)cc2)CCN(CC1)c1ccc(C(=O)NS(=O)(=O)c2ccc(NCC3CCOCC3)c(c2)[N+]([O-])=O)c(Oc2cnc3[nH]ccc3c2)c1,Ki, 0.036,nM,1372994,,,False
COC1(Cc2ccccc2-c2ccc(Cl)cc2)CCN(CC1)c1ccc(C(=O)NS(=O)(=O)c2ccc(NCC3CCOCC3)c(c2)[N+]([O-])=O)c(Oc2cnc3[nH]ccc3c2)c1,Ki, 0.036,nM,339805,,,False
C[C@@]1(O)C[C@H]2C[C@@H]1C[C@H]2COc1ncc(cc1Cl)S(=O)(=O)NC(=O)c1ccc(cc1Oc1cnc2[nH]ccc2c1)N1CCN(CC2=C(CC(C)(C)CC2)c2ccc(Cl)cc2)CC1,Ki, 0.036,nM,1373068,,,False
COC1(Cc2ccccc2-c2ccc(Cl)cc2)CCN(CC1)c1ccc(C(=O)NS(=O)(=O)c2ccc(NCC3CCOCC3)c(c2)[N+]([O-])=O)c(Oc2cnc3[nH]ccc3c2)c1,Ki, 0.036,nM,704855,,,False
