smiles,standard_type,value,units,bindingdb_id,data_validity_comment,activity_comment,warning_flag
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCc4cccc(OC(F)F)c4)c(c3)[N+]([O-])=O)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1 |c:61|,Ki, 0.08,nM,339735,,,False
"CN1[C@H]2CC[C@@H]1CC(C2)Nc1ccc(cc1[N+]([O-])=O)S(=O)(=O)NC(=O)c1ccc(cc1Oc1ccc2[nH]ccc2c1)N1CCN(CC2=C(CC(C)(C)CC2)c2ccc(Cl)cc2)CC1 |r,t:52,TLB:9:7:3.4:1|",Ki, 0.08,nM,325169,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCc4cccc(OC(F)F)c4)c(c3)[N+]([O-])=O)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1,Ki, 0.080,nM,1180202,,,False
CN1CCC(CNc2ccc(cc2[N+]([O-])=O)S(=O)(=O)NC(=O)c2ccc(cc2Oc2cccc3[nH]ccc23)N2CCN(CC3=C(CC(C)(C)CC3)c3ccc(Cl)cc3)CC2)CC1 |t:47|,Ki, 0.08,nM,324826,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3cnc(OCC4CCC(F)(F)CC4)c(Cl)c3)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1 |c:57|,Ki, 0.081,nM,339828,,,False
CN1CCC(CC1)Nc1ccc(cc1[N+]([O-])=O)S(=O)(=O)NC(=O)c1ccc(cc1Oc1cc2cc[nH]c2c(F)c1F)N1CCN(CC2=C(CC(C)(C)CC2)c2ccc(Cl)cc2)CC1 |t:51|,Ki, 0.081,nM,281527,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3cnc(OCC4CCC(F)(F)CC4)c(Cl)c3)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1,Ki, 0.081,nM,704878,,,False
CN1CCC(CC1)Nc1ccc(cc1[N+]([O-])=O)S(=O)(=O)NC(=O)c1ccc(cc1Oc1cc2cc[nH]c2c(F)c1F)N1CCN(CC2=C(CC(C)(C)CC2)c2ccc(Cl)cc2)CC1,Ki, 0.081,nM,387776,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NC4CCN(CC4)C4CC4)c(c3)[N+]([O-])=O)c(Oc3cccc(F)c3F)c2)=C(C1)c1ccc(Cl)cc1,Ki, 0.081,nM,387699,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3cnc(OCC4CCC(F)(F)CC4)c(Cl)c3)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1,Ki, 0.081,nM,1180027,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NC4CCN(CC4)C4CC4)c(c3)[N+]([O-])=O)c(Oc3cccc(F)c3F)c2)=C(C1)c1ccc(Cl)cc1 |c:58|,Ki, 0.081,nM,281453,,,False
CN(C)CCCNc1ccc(cc1[N+]([O-])=O)S(=O)(=O)NC(=O)c1ccc(cc1Oc1ccc2[nH]ccc2c1)N1CCN(CC2=C(CC(C)(C)CC2)c2ccc(Cl)cc2)CC1 |t:47|,Ki, 0.081,nM,324782,,,False
CC1(C)CC(=C(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CCOCC4)c(c3)[N+]([O-])=O)c(Oc3cc4cc[nH]c4cc3Cl)c2)CO1)c1ccc(Cl)cc1 |t:4|,Ki, 0.081,nM,281599,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(OCC4(F)CCOCC4)c(Cl)c3)c(Oc3cccc4[nH]ncc34)c2)=C(C1)c1ccc(Cl)cc1 |c:56|,Ki, 0.081,nM,325167,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3cnc(OCC4CCC(F)(F)CC4)c(Cl)c3)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1,Ki, 0.081,nM,1373017,,,False
CC1(C)CC(=C(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CCOCC4)c(c3)[N+]([O-])=O)c(Oc3cc4cc[nH]c4cc3Cl)c2)CO1)c1ccc(Cl)cc1,Ki, 0.081,nM,387850,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3cnc(OC[C@@H]4CCN(CC(F)F)C4)c(Cl)c3)c(Oc3cnc(N)c(Cl)c3)c2)=C(C1)c1ccc(Cl)cc1,Ki, 0.082,nM,387975,,,False
COc1cccc(Oc2cc(ccc2C(=O)NS(=O)(=O)c2ccc(NC3CCN(C)CC3)c(c2)[N+]([O-])=O)N2CCN(CC3=C(CC(C)(C)CC3)c3ccc(Cl)cc3)CC2)c1 |t:45|,Ki, 0.082,nM,281495,,,False
CN1CCC(CC1)Nc1ccc(cc1[N+]([O-])=O)S(=O)(=O)NC(=O)c1ccc(cc1Oc1cccc(Cl)c1Cl)N1CCN(CC2=C(CC(C)(C)CC2)c2ccc(Cl)cc2)CC1,Ki, 0.082,nM,387633,,,False
COc1cccc(Oc2cc(ccc2C(=O)NS(=O)(=O)c2ccc(NC3CCN(C)CC3)c(c2)[N+]([O-])=O)N2CCN(CC3=C(CC(C)(C)CC3)c3ccc(Cl)cc3)CC2)c1,Ki, 0.082,nM,387743,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NN4CCS(=O)(=O)CC4)c(c3)[N+]([O-])=O)c(Oc3ccc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1 |c:58|,Ki, 0.082,nM,325066,,,False
CN1CCC(CC1)Nc1ccc(cc1[N+]([O-])=O)S(=O)(=O)NC(=O)c1ccc(cc1Oc1cccc(Cl)c1Cl)N1CCN(CC2=C(CC(C)(C)CC2)c2ccc(Cl)cc2)CC1 |t:47|,Ki, 0.082,nM,281387,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3cnc(OC[C@@H]4CCN(CC(F)F)C4)c(Cl)c3)c(Oc3cnc(N)c(Cl)c3)c2)=C(C1)c1ccc(Cl)cc1 |c:56|,Ki, 0.082,nM,281723,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NC4CCN(CC5CC5)CC4)c(c3)[N+]([O-])=O)c(Oc3ccc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1 |c:61|,Ki, 0.082,nM,324923,,,False
CC1(C)CC(=C(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CCOCC4)c(c3)[N+]([O-])=O)c(Oc3ccc4[nH]ccc4c3)c2)CO1)c1ccc(Cl)cc1 |t:4|,Ki, 0.083,nM,339574,,,False
CC1(C)CC(=C(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CCOCC4)c(c3)[N+]([O-])=O)c(Oc3ccc4[nH]ccc4c3)c2)CO1)c1ccc(Cl)cc1,Ki, 0.083,nM,1179878,,,False
CC1(C)CC(=C(CN2CCN(CC2)c2ccc(C(=O)NSc3ccc(NCC4CCOCC4)c(c3)[N+]([O-])=O)c(Oc3ccc4[nH]ccc4c3)c2)CO1)c1ccc(Cl)cc1,Ki, 0.083,nM,1373105,,,False
CC1(C)CC(=C(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CCOCC4)c(c3)[N+]([O-])=O)c(Oc3ccc4[nH]ccc4c3)c2)CO1)c1ccc(Cl)cc1,Ki, 0.083,nM,1372754,,,False
CN1CCN(CC1)Nc1ccc(cc1[N+]([O-])=O)S(=O)(=O)NC(=O)c1ccc(cc1Oc1cccc(Cl)c1)N1CCN(CC2=C(CC(C)(C)OC2)c2ccc(Cl)cc2)CC1,Ki, 0.083,nM,387762,,,False
CC(N1CCN(CC1)c1ccc(C(=O)NS(=O)(=O)c2ccc(NC3CCN(C)CC3)c(c2)[N+]([O-])=O)c(Oc2cccc3[nH]ccc23)c1)c1ccccc1-c1ccc(Cl)cc1,Ki, 0.083,nM,324915,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NC[C@@H]4CCCOC4)c(c3)[N+]([O-])=O)c(Oc3cc4cc[nH]c4cc3F)c2)=C(C1)c1ccc(Cl)cc1 |c:58|,Ki, 0.083,nM,281583,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NC[C@@H]4CCCOC4)c(c3)[N+]([O-])=O)c(Oc3cc4cc[nH]c4cc3F)c2)=C(C1)c1ccc(Cl)cc1,Ki, 0.083,nM,387833,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3cnc(OCC4(F)CCOCC4)c(c3)C#N)c(Oc3cccc4[nH]ccc34)c2)=C(C1)c1ccc(Cl)cc1 |c:57|,Ki, 0.083,nM,325096,,,False
CC1(C)CC(=C(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CCOCC4)c(c3)[N+]([O-])=O)c(Oc3ccc4[nH]ccc4c3)c2)CO1)c1ccc(Cl)cc1,Ki, 0.083,nM,704615,,,False
CN1CCN(CC1)Nc1ccc(cc1[N+]([O-])=O)S(=O)(=O)NC(=O)c1ccc(cc1Oc1cccc(Cl)c1)N1CCN(CC2=C(CC(C)(C)OC2)c2ccc(Cl)cc2)CC1 |t:46|,Ki, 0.083,nM,281513,,,False
COCCOCCSc1ccc(cc1[N+]([O-])=O)S(=O)(=O)NC(=O)c1ccc(cc1Oc1ccc2[nH]ccc2c1)N1CCN(CC2=C(CC(C)(C)CC2)c2ccc(Cl)cc2)CC1 |t:48|,Ki, 0.083,nM,325083,,,False
CN(C)C1CCC(CC1)Nc1ccc(cc1[N+]([O-])=O)S(=O)(=O)NC(=O)c1ccc(cc1Oc1cccc(Cl)c1)N1CCN(CC2=C(CC(C)(C)CC2)c2ccc(Cl)cc2)CC1,Ki, 0.084,nM,387779,,,False
"CN(C)C1CCC(CC1)Nc1ccc(cc1[N+]([O-])=O)S(=O)(=O)NC(=O)c1ccc(cc1Oc1cccc(Cl)c1)N1CCN(CC2=C(CC(C)(C)CC2)c2ccc(Cl)cc2)CC1 |t:48,(9.34,10.01,;8,10.78,;8,12.32,;6.67,10.01,;5.33,10.78,;4,10.01,;4,8.47,;5.33,7.7,;6.67,8.47,;2.67,7.7,;2.67,6.16,;4,5.39,;4,3.85,;2.67,3.08,;1.33,3.85,;1.33,5.39,;,6.16,;,7.7,;-1.33,5.39,;2.67,1.54,;1.13,1.54,;4.21,1.54,;2.67,,;4,-.77,;5.33,,;4,-2.31,;2.67,-3.08,;2.67,-4.62,;4,-5.39,;5.33,-4.62,;5.33,-3.08,;6.67,-2.31,;8,-3.08,;8,-4.62,;9.34,-5.39,;10.67,-4.62,;10.67,-3.08,;12,-2.31,;9.34,-2.31,;4,-6.93,;5.33,-7.7,;5.33,-9.24,;4,-10.01,;4,-11.55,;2.67,-12.32,;2.67,-13.86,;1.33,-14.63,;,-13.86,;-.82,-15.17,;-1.54,-13.91,;,-12.32,;1.33,-11.55,;4,-14.63,;5.33,-13.86,;6.67,-14.63,;6.67,-16.17,;8,-16.94,;5.33,-16.94,;4,-16.17,;2.67,-9.24,;2.67,-7.7,)|",Ki, 0.084,nM,281530,,,False
CC1(C)CC(c2ccc(Cl)cc2)=C2CN3CCN(c4ccc(C(=O)NS(=O)(=O)c5ccc(OCC6CCC(C)(O)CC6)c(Cl)c5)c(N5CCCOc6nc7[nH]ccc7cc65)c4)C[C@H]3COCCCO[C@@H]2C1,Ki, 0.085,nM,1498039,,,False
CC1(C)C[C@H]2OCCCOC[C@@H]3CN(CCN3CC2=C(C1)c1ccc(Cl)cc1)c1ccc(C(=O)NS(=O)(=O)c2ccc(NC[C@H]3CC[C@](C)(O)CC3)c(Cl)c2)c(c1)N1CCCOc2nc3[nH]ccc3cc12,Ki, 0.085000,nM,51565558,,,False
CC1(C)C[C@H]2OCCCOC[C@@H]3CN(CCN3CC2=C(C1)c1ccc(Cl)cc1)c1ccc(C(=O)NS(=O)(=O)c2ccc(OC[C@H]3CC[C@](C)(O)CC3)c(Cl)c2)c(c1)N1CCCOc2nc3[nH]ccc3cc12,Ki, 0.085,nM,1406268,,,False
CC1(C)CC(=C(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CCOCC4)c(c3)[N+]([O-])=O)c(Oc3ccc4[nH]ccc4c3)c2)CO1)c1ccc(Cl)cc1 |t:4|,Ki, 0.087,nM,324894,,,False
CN(C)CC[C@H](CSc1ccccc1)Nc1ccc(cc1[N+]([O-])=O)S(=O)(=O)NC(=O)c1ccc(cc1)N1CCN(Cc2ccccc2-c2ccc(Cl)cc2)CC1 |r|,Ki, 0.088,nM,324754,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CCCOC4)c(c3)[N+]([O-])=O)c(Oc3ccc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1 |c:57|,Ki, 0.088,nM,324969,,,False
COCCO[C@H]1CCC(CNc2ccc(S(=O)(=O)NC(=O)c3ccc(N4CCN5CC6=C(c7ccc(Cl)cc7)CC(C)(C)C[C@H]6OCCCOC[C@@H]5C4)cc3N3CCCOc4nc5[nH]ccc5cc43)cc2[N+](=O)[O-])OC1,Ki, 0.089,nM,1498023,,,False
COCCO[C@H]%10CC[C@H](CNc9ccc(S(=O)(=O)NC(=O)c5ccc(N4CCN3CC2=C(c1ccc(Cl)cc1)CC(C)(C)C[C@H]2OCCCOC[C@@H]3C4)cc5N8CCCOc7nc6[nH]ccc6cc78)cc9[N+](=O)[O-])OC%10,Ki, 0.089,nM,1406252,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3cnc(OCC4CCOCC4)c(c3)C#N)c(Oc3ccc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1 |c:56|,Ki, 0.089,nM,325037,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CCOCC4)c(c3)S(=O)(=O)C(F)(F)F)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1,Ki, 0.090,nM,1179866,,,False
CN1CCC(CC1)Nc1ccc(cc1[N+]([O-])=O)S(=O)(=O)NC(=O)c1ccc(cc1Oc1cccc2[nH]nc(C)c12)N1CCN(CC2=C(CC(C)(C)CC2)c2ccc(Cl)cc2)CC1 |t:50|,Ki, 0.09,nM,281388,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CCOCC4)c(c3)S(=O)(=O)C(F)(F)F)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1,Ki, 0.090,nM,704609,,,False
CC%10(C)CC(c1ccc(Cl)cc1)=C9CN8CCN(c7ccc(C(=O)NS(=O)(=O)c3ccc(OC[C@@H]2CC[C@@](C)(O)CC2)c([N+](=O)[O-])c3)c(N6CCCOc5nc4[nH]ccc4cc56)c7)C[C@H]8COCCCO[C@@H]9C%10,Ki, 0.090,nM,1406270,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3cnc(OCCC4CCCO4)c(Cl)c3)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1,Ki, 0.090,nM,1180031,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3cnc(OCCC4CCCO4)c(Cl)c3)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1,Ki, 0.090,nM,1373019,,,False
CC1(C)CC(c2ccc(Cl)cc2)=C2CN3CCN(c4ccc(C(=O)NS(=O)(=O)c5ccc(OCC6CCC(C)(O)CC6)c([N+](=O)[O-])c5)c(N5CCCOc6nc7[nH]ccc7cc65)c4)C[C@H]3COCCCO[C@@H]2C1,Ki, 0.090,nM,1498041,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3cnc(OCCC4CCCO4)c(Cl)c3)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1 |c:55|,Ki, 0.09,nM,339830,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CCOCC4)c(c3)S(=O)(=O)C(F)(F)F)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1 |c:61|,Ki, 0.09,nM,339568,,,False
CN1CCC(CC1)Nc1ccc(cc1[N+]([O-])=O)S(=O)(=O)NC(=O)c1ccc(cc1Oc1cccc2[nH]nc(C)c12)N1CCN(CC2=C(CC(C)(C)CC2)c2ccc(Cl)cc2)CC1,Ki, 0.09,nM,387634,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CCOCC4)c(c3)S(=O)(=O)C(F)(F)F)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1,Ki, 0.090,nM,1372748,,,False
[O-][N+](=O)c1cc(ccc1NCC1CCOCC1)S(=O)(=O)NC(=O)c1ccc(cc1Oc1ccc2[nH]ccc2c1)N1CCN(CC2=C(CCC(C2)N2CCOCC2)c2ccc(Cl)cc2)CC1 |t:49|,Ki, 0.09,nM,324957,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3cnc(OCCC4CCCO4)c(Cl)c3)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1,Ki, 0.090,nM,704880,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3cnc(NC4CCN(CC4)C4CCOCC4)c(Br)c3)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1,Ki, 0.091,nM,1179954,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3cnc(NC4CCN(CC4)C4CCOCC4)c(Br)c3)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1,Ki, 0.091,nM,704653,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3cnc(NC4CCN(CC4)C4CCOCC4)c(Br)c3)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1 |c:61|,Ki, 0.091,nM,339612,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3cnc(NC4CCN(CC4)C4CCOCC4)c(Br)c3)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1,Ki, 0.091,nM,1372792,,,False
CN1CCN(CCNc2ccc(cc2[N+]([O-])=O)S(=O)(=O)NC(=O)c2ccc(cc2Oc2cccc3[nH]ccc23)N2CCN(CC3=C(CC(C)(C)CC3)c3ccc(Cl)cc3)CC2)CC1 |t:48|,Ki, 0.092,nM,324822,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3cnc(OCC4CCOCC4)c(Cl)c3)c(Oc3cc4cc[nH]c4cc3F)c2)=C(C1)c1ccc(Cl)cc1,Ki, 0.092,nM,387878,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCCN4CCNC4=O)c(c3)[N+]([O-])=O)c(Oc3ccc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1 |c:58|,Ki, 0.092,nM,324976,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NC4CCN(CC4)C4CCOCC4)c(c3)[N+]([O-])=O)c(Oc3cc4cc[nH]c4cc3Cl)c2)=C(C1)c1ccc(Cl)cc1 |c:64|,Ki, 0.092,nM,281567,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NC4CCN(CC4)C4CCOCC4)c(c3)[N+]([O-])=O)c(Oc3cc4cc[nH]c4cc3Cl)c2)=C(C1)c1ccc(Cl)cc1,Ki, 0.092,nM,387817,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3cnc(OCC4CCOCC4)c(Cl)c3)c(Oc3cc4cc[nH]c4cc3F)c2)=C(C1)c1ccc(Cl)cc1 |c:56|,Ki, 0.092,nM,281626,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3cnc(OCC4CCOCC4)c(F)c3)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1,Ki, 0.093,nM,1180039,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3cnc(OCCC4CCCO4)c(Cl)c3)c(Oc3cccc4[nH]ncc34)c2)=C(C1)c1ccc(Cl)cc1 |c:55|,Ki, 0.093,nM,325164,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3cnc(OCC4CCOCC4)c(F)c3)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1,Ki, 0.093,nM,1373023,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3cnc(OCC4CCOCC4)c(F)c3)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1,Ki, 0.093,nM,704884,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3cnc(OCC4CCOCC4)c(F)c3)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1 |c:55|,Ki, 0.093,nM,339834,,,False
CCN1CCOCC1COc1ncc(cc1Br)S(=O)(=O)NC(=O)c1ccc(cc1Oc1cnc2[nH]ccc2c1)N1CCN(CC2=C(CC(C)(C)CC2)c2ccc(Cl)cc2)CC1,Ki, 0.094,nM,1372833,,,False
CCN1CCOCC1COc1ncc(cc1Br)S(=O)(=O)NC(=O)c1ccc(cc1Oc1cnc2[nH]ccc2c1)N1CCN(CC2=C(CC(C)(C)CC2)c2ccc(Cl)cc2)CC1,Ki, 0.094,nM,1180036,,,False
CCN1CCOCC1COc1ncc(cc1Br)S(=O)(=O)NC(=O)c1ccc(cc1Oc1cnc2[nH]ccc2c1)N1CCN(CC2=C(CC(C)(C)CC2)c2ccc(Cl)cc2)CC1 |t:49|,Ki, 0.094,nM,339651,,,False
CCN1CCOCC1COc1ncc(cc1Br)S(=O)(=O)NC(=O)c1ccc(cc1Oc1cnc2[nH]ccc2c1)N1CCN(CC2=C(CC(C)(C)CC2)c2ccc(Cl)cc2)CC1,Ki, 0.094,nM,704694,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(OCC4CCOCC4)c(c3)[N+]([O-])=O)c(Oc3ccc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1 |c:57|,Ki, 0.095,nM,324986,,,False
[O-][N+](=O)c1cc(ccc1NCC1CCOCC1)S(=O)(=O)NC(=O)c1ccc(cc1Oc1ccccc1)N1CCN(Cc2cc(OCCCN3CCCCC3)ccc2-c2ccc(Cl)cc2)CC1,Ki, 0.096,nM,324830,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CCS(=O)(=O)C4)c(c3)[N+]([O-])=O)c(Oc3ccc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1 |c:58|,Ki, 0.097,nM,324982,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCCCN4CCNC(=O)C4)c(c3)[N+]([O-])=O)c(Oc3cc(F)cc4[nH]ccc34)c2)=C(C1)c1ccc(Cl)cc1 |c:61|,Ki, 0.097,nM,281582,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCCCN4CCNC(=O)C4)c(c3)[N+]([O-])=O)c(Oc3cc(F)cc4[nH]ccc34)c2)=C(C1)c1ccc(Cl)cc1,Ki, 0.097,nM,387832,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(OC4CCN(CC4)C4CCOCC4)c(c3)[N+]([O-])=O)c(Oc3ccc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1 |c:63|,Ki, 0.098,nM,325092,,,False
"CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NC4CCC(CC4)N4CCOCC4)c(c3)[N+]([O-])=O)c(Oc3cc4cc[nH]c4cc3F)c2)=C(C1)c1ccc(Cl)cc1 |c:64,(-1.64,-14.42,;-.82,-13.11,;-2.36,-13.17,;-.82,-11.57,;.51,-10.8,;1.84,-11.57,;3.18,-10.8,;3.18,-9.26,;4.51,-8.49,;4.51,-6.95,;3.18,-6.18,;1.84,-6.95,;1.84,-8.49,;3.18,-4.64,;4.51,-3.87,;4.51,-2.33,;3.18,-1.56,;3.18,-.02,;1.84,.75,;4.51,.75,;4.51,2.29,;6.05,2.29,;2.97,2.29,;4.51,3.83,;5.84,4.6,;5.84,6.14,;4.51,6.91,;4.51,8.45,;5.84,9.22,;5.84,10.76,;7.18,11.53,;8.51,10.76,;8.51,9.22,;7.18,8.45,;9.84,11.53,;9.84,13.07,;11.18,13.84,;12.51,13.07,;12.51,11.53,;11.18,10.76,;3.18,6.14,;3.18,4.6,;1.84,6.91,;.51,6.14,;1.84,8.45,;1.84,-2.33,;.51,-1.56,;-.82,-2.33,;-2.16,-1.56,;-3.49,-2.33,;-4.96,-1.86,;-5.86,-3.1,;-4.96,-4.35,;-3.49,-3.87,;-2.16,-4.64,;-.82,-3.87,;.51,-4.64,;1.84,-3.87,;1.84,-13.11,;.51,-13.88,;3.18,-13.88,;4.51,-13.11,;5.84,-13.88,;5.84,-15.42,;7.18,-16.19,;4.51,-16.19,;3.18,-15.42,)|",Ki, 0.099,nM,281559,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NC4CCC(CC4)N4CCOCC4)c(c3)[N+]([O-])=O)c(Oc3cc4cc[nH]c4cc3F)c2)=C(C1)c1ccc(Cl)cc1,Ki, 0.099,nM,387809,,,False
CC1(C)CCC(=C(CN2CCN(CC2)c2ccc(cc2)C(=O)NS(=O)(=O)c2ccc(N[C@H](CCN3CCOCC3)CSc3ccccc3)c(c2)S(=O)(=O)C(F)(F)F)C1)c1ccc(Cl)cc1,Ki,<0.100000,nM,51379917,,,False
CC(N1CCN(CC1)c1ccc(C(=O)NS(=O)(=O)c2ccc(NCC3CCOCC3)c(c2)[N+]([O-])=O)c(Oc2cccc3[nH]ccc23)c1)c1ccccc1-c1ccc(Cl)cc1,Ki, 0.1,nM,324887,,,False
