BindingDB_ID,smiles,value,standard_type,pIC50,CuratedSmiles,IsSalt,FailedSanit
50613109,C[C@]12CC[C@H]3[C@@H](C[C@@H](O)C4=CCCC[C@]34CO)[C@@H]1CCC2=O,940.0,IC50(nM),6.026872146400302,C[C@]12CC[C@H]3[C@@H](C[C@@H](O)C4=CCCC[C@@]43CO)[C@@H]1CCC2=O,False,False
50613110,C[C@]12CC[C@H]3[C@@H](CC=C4[C@@H](O)CCC[C@@]34C)[C@@H]1CCC2=O,280.0,IC50(nM),6.552841968657781,C[C@]12CC[C@H]3[C@@H](CC=C4[C@@H](O)CCC[C@]43C)[C@@H]1CCC2=O,False,False
50613114,C[C@]12CC[C@H]3[C@@H](CC=C4[C@H](O)CCC[C@@]34C)[C@@H]1CCC2=O,860.0,IC50(nM),6.0655015487564325,C[C@]12CC[C@H]3[C@@H](CC=C4[C@H](O)CCC[C@]43C)[C@@H]1CCC2=O,False,False
50613115,C[C@]12CC[C@H]3[C@@H](CC=C4[C@H](O)CCC[C@]34CO)[C@@H]1CCC2=O,6800.0,IC50(nM),5.167491087293763,C[C@]12CC[C@H]3[C@@H](CC=C4[C@H](O)CCC[C@@]43CO)[C@@H]1CCC2=O,False,False
50613116,C[C@]12CC[C@H]3[C@@H](CC=C4[C@@H](O)CCC[C@]34CO)[C@@H]1CCC2=O,31.0,IC50(nM),7.508638306165727,C[C@]12CC[C@H]3[C@@H](CC=C4[C@@H](O)CCC[C@@]43CO)[C@@H]1CCC2=O,False,False
50613118,C[C@H]1CCC[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](CCC4=O)[C@@H]3CC=C12,1800.0,IC50(nM),5.7447274948966935,C[C@H]1CCC[C@@]2(C)C1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,False,False
50613119,CC[C@H]1CCC[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](CCC4=O)[C@@H]3CC=C12,4500.0,IC50(nM),5.346787486224656,CC[C@H]1CCC[C@@]2(C)C1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,False,False
50613120,CCC[C@H]1CCC[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](CCC4=O)[C@@H]3CC=C12,5500.0,IC50(nM),5.259637310505756,CCC[C@H]1CCC[C@@]2(C)C1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,False,False
50613124,C[C@]12CC[C@H]3[C@@H](CC=C4CCCC[C@@]34C)[C@@H]1CCC2=O,660.0,IC50(nM),6.180456064458132,C[C@]12CC[C@H]3[C@@H](CC=C4CCCC[C@]43C)[C@@H]1CCC2=O,False,False
50036140,C[C@]12CC[C@H]3[C@@H](CC=C4CCCC[C@]34CO)[C@@H]1CCC2=O,6900.0,IC50(nM),5.161150909262744,C[C@]12CC[C@H]3[C@@H](CC=C4CCCC[C@@]43CO)[C@@H]1CCC2=O,False,False
50946601,C[C@]12CC[C@H]3[C@@H](CC[C@H]4CC=CC[C@]34C)[C@@H]1CCC2=O,,IC50(nM),,C[C@]12CC=CC[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,False,False
50946602,C[C@]12CC[C@H]3[C@@H](CCC4=C[C@@H](O)CC[C@]34C)[C@@H]1CCC2=O,183.0,IC50(nM),6.73754891026957,C[C@]12CC[C@H](O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,False,False
50309131,C[C@]12CC[C@H]3[C@@H](CC(=C)C4=CC(=O)C=C[C@]34C)[C@@H]1CCC2=O,900.0,IC50(nM),6.045757490560675,C=C1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,False,False
50988712,CCSC1=C2CCC3C4CCC(=O)C4(C)CCC3C2(C)CCC1=O,,IC50(nM),,CCSC1=C2CCC3C4CCC(=O)C4(C)CCC3C2(C)CCC1=O,False,False
50991174,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C[C@@H]3CO3)[C@@H]1CCC2=O,,IC50(nM),,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C[C@@H]3CO3)[C@@H]1CCC2=O,False,False
50991175,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C[C@@H]3CS3)[C@@H]1CCC2=O,,IC50(nM),,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C[C@@H]3CS3)[C@@H]1CCC2=O,False,False
50991176,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C[C@H]3CO3)[C@@H]1CCC2=O,,IC50(nM),,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C[C@H]3CO3)[C@@H]1CCC2=O,False,False
50991177,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C[C@H]3CS3)[C@@H]1CCC2=O,,IC50(nM),,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C[C@H]3CS3)[C@@H]1CCC2=O,False,False
50048526,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34CC#C)[C@@H]1CCC2=O,56.0,IC50(nM),7.251811972993799,C#CC[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,False,False
50032622,C[C@]12CC[C@H]3[C@@H](C=CC4=CC(=O)C=C[C@]34C)[C@@H]1CCC2=O,,IC50(nM),,C[C@]12C=CC(=O)C=C1C=C[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,False,False
50036135,C[C@]12CC[C@H]3[C@@H](CC=C4CCCC[C@]34C)[C@@H]1CCC2=O,660.0,IC50(nM),6.180456064458132,C[C@]12CCCCC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,False,False
