smiles,standard_type,mean,std,sem,n,n_outliers,BindingDB_IDs
NS(=O)(=O)c1ccc(cc1)\N=C\c1csc2ccccc12,Ki (nM),197.0,0.0,0.0,1,0,50241162
NS(=O)(=O)c1ccc(cc1)\N=N\c1ccc(NCS([O-])(=O)=O)cc1,Ki (nM),5.4,0.0,0.0,1,0,59462
NS(=O)(=O)c1ccc(cc1)\N=c1/scc(-c2ccc(Br)cc2)n1-c1ccccc1,Ki (nM),2440.0,0.0,0.0,1,0,51141813
NS(=O)(=O)c1ccc(cc1)\N=c1/scc(-c2ccc(Br)cc2)n1C1CCCCC1,Ki (nM),277.0,0.0,0.0,1,0,50383266
NS(=O)(=O)c1ccc(cc1)\N=c1/scc(-c2ccc(Cl)cc2)n1-c1ccccc1,Ki (nM),1250.0,0.0,0.0,1,0,51141796
NS(=O)(=O)c1ccc(cc1)\N=c1/scc(-c2ccc(Cl)cc2)n1C1CCCCC1,Ki (nM),353.0,0.0,0.0,1,0,50383267
NS(=O)(=O)c1ccc(cc1)\N=c1/scc(-c2ccc(Cl)cc2Cl)n1-c1ccccc1,Ki (nM),2780.0,0.0,0.0,1,0,51141812
NS(=O)(=O)c1ccc(cc1)\N=c1/scc(-c2ccc(Cl)cc2Cl)n1C1CCCCC1,Ki (nM),342.0,0.0,0.0,1,0,50383270
NS(=O)(=O)c1ccc(cc1)\N=c1/scc(-c2ccc(F)cc2)n1C1CCCCC1,Ki (nM),274.0,0.0,0.0,1,0,50383268
NS(=O)(=O)c1ccc(cc1)\N=c1/scc(-c2ccc(F)cc2F)n1C1CCCCC1,Ki (nM),86.0,0.0,0.0,1,0,50383272
NS(=O)(=O)c1ccc(cc1)\N=c1/scc(-c2ccc(cc2)-c2ccccc2)n1C1CCCCC1,Ki (nM),33.0,0.0,0.0,1,0,50383274
NS(=O)(=O)c1ccc(cc1)\N=c1/scc(-c2ccc(cc2)C#N)n1C1CCCCC1,Ki (nM),30.0,0.0,0.0,1,0,50383271
NS(=O)(=O)c1ccc(cc1)\N=c1/scc(-c2ccc(cc2)[N+]([O-])=O)n1C1CCCCC1,Ki (nM),29.0,0.0,0.0,1,0,50383273
NS(=O)(=O)c1ccc(cc1)\N=c1/scc(-c2cccc(c2)[N+]([O-])=O)n1C1CCCCC1,Ki (nM),193.0,0.0,0.0,1,0,50383269
NS(=O)(=O)c1ccc(cc1)\N=c1/scc(-c2ccccc2)n1-c1ccccc1,Ki (nM),3540.0,0.0,0.0,1,0,51141787
NS(=O)(=O)c1ccc(cc1)\N=c1/scc(-c2ccccc2)n1C1CCCCC1,Ki (nM),354.0,0.0,0.0,1,0,50383278
NS(=O)(=O)c1ccc(cc1)\N=c1/scc(-c2cccs2)n1-c1ccccc1,Ki (nM),3430.0,0.0,0.0,1,0,51141829
NS(=O)(=O)c1ccc(cc1)\N=c1/scc(-c2cccs2)n1C1CCCCC1,Ki (nM),150.0,0.0,0.0,1,0,50383277
NS(=O)(=O)c1ccc(nc1)N1CC[C@@H](C1)NC(=O)NS(=O)(=O)c1ccccc1Cl,Ki (nM),9.7,0.0,0.0,1,0,51532779
NS(=O)(=O)c1ccc(nc1)N1CC[C@@H](C1)NC(=O)Nc1c(F)cc(F)cc1Br,Ki (nM),48.0,0.0,0.0,1,0,51532776
NS(=O)(=O)c1ccc(nc1)N1CC[C@@H](C1)NC(=O)Nc1cc(cc(c1)C(F)(F)F)C(F)(F)F,Ki (nM),55.0,0.0,0.0,1,0,51532764
NS(=O)(=O)c1ccc(nc1)N1CC[C@@H](C1)NC(=O)Nc1ccc(Cl)c(Cl)c1,Ki (nM),74.0,0.0,0.0,1,0,51532760
NS(=O)(=O)c1ccc(nc1)N1CC[C@@H](C1)NC(=O)Nc1ccc(Cl)c(c1)C(F)(F)F,Ki (nM),78.0,0.0,0.0,1,0,51532752
NS(=O)(=O)c1ccc(nc1)N1CC[C@@H](C1)NC(=O)Nc1ccc(F)cc1,Ki (nM),20.0,0.0,0.0,1,0,51532746
NS(=O)(=O)c1ccc(nc1)N1CC[C@@H](C1)NC(=O)Nc1ccc(Oc2ccccc2)cc1,Ki (nM),90.0,0.0,0.0,1,0,51532758
NS(=O)(=O)c1ccc(nc1)N1CC[C@@H](C1)NC(=O)Nc1ccc(cc1)C(F)(F)F,Ki (nM),5.5,0.0,0.0,1,0,51532772
NS(=O)(=O)c1ccc(nc1)N1CC[C@@H](C1)NC(=O)Nc1ccc(cc1)[N+]([O-])=O,Ki (nM),68.0,0.0,0.0,1,0,51532770
NS(=O)(=O)c1ccc(nc1)N1CC[C@@H](C1)NC(=O)Nc1ccc2OCCOc2c1,Ki (nM),82.0,0.0,0.0,1,0,51532762
NS(=O)(=O)c1ccc(nc1)N1CC[C@@H](C1)NC(=O)Nc1ccccc1Cl,Ki (nM),23.0,0.0,0.0,1,0,51532756
NS(=O)(=O)c1ccc(nc1)N1CC[C@@H](C1)NC(=O)Nc1ccccc1F,Ki (nM),20.0,0.0,0.0,1,0,51532754
NS(=O)(=O)c1ccc(nc1)N1CC[C@@H](C1)NC(=S)Nc1ccc(C2c3ccc(O)cc3Oc3cc(O)ccc23)c(c1)C(O)=O,Ki (nM),8.6,0.0,0.0,1,0,51532766
NS(=O)(=O)c1ccc(nc1)N1CC[C@@H](C1)NC(=S)Nc1ccc(F)cc1,Ki (nM),27.0,0.0,0.0,1,0,51532748
NS(=O)(=O)c1ccc(nc1)N1CC[C@@H](C1)NC(=S)Nc1ccccc1,Ki (nM),54.0,0.0,0.0,1,0,51532750
NS(=O)(=O)c1ccc(nc1)N1CC[C@@H](C1)NC(=S)Nc1ccccc1F,Ki (nM),7.2,0.0,0.0,1,0,51532774
NS(=O)(=O)c1ccc(nc1)N1CC[C@H](C1)NC(=O)NS(=O)(=O)c1ccccc1,Ki (nM),28.0,0.0,0.0,1,0,51532777
NS(=O)(=O)c1ccc(nc1)N1CC[C@H](C1)NC(=O)NS(=O)(=O)c1ccccc1Cl,Ki (nM),9.2,0.0,0.0,1,0,51532778
NS(=O)(=O)c1ccc(nc1)N1CC[C@H](C1)NC(=O)Nc1c(F)cc(F)cc1Br,Ki (nM),36.0,0.0,0.0,1,0,51532775
NS(=O)(=O)c1ccc(nc1)N1CC[C@H](C1)NC(=O)Nc1cc(cc(c1)C(F)(F)F)C(F)(F)F,Ki (nM),1438.0,0.0,0.0,1,0,51532763
NS(=O)(=O)c1ccc(nc1)N1CC[C@H](C1)NC(=O)Nc1ccc(Cl)c(Cl)c1,Ki (nM),1798.0,0.0,0.0,1,0,51532759
NS(=O)(=O)c1ccc(nc1)N1CC[C@H](C1)NC(=O)Nc1ccc(Cl)c(c1)C(F)(F)F,Ki (nM),737.0,0.0,0.0,1,0,51532751
NS(=O)(=O)c1ccc(nc1)N1CC[C@H](C1)NC(=O)Nc1ccc(F)cc1,Ki (nM),32.0,0.0,0.0,1,0,51532745
NS(=O)(=O)c1ccc(nc1)N1CC[C@H](C1)NC(=O)Nc1ccc(Oc2ccccc2)cc1,Ki (nM),245.0,0.0,0.0,1,0,51532757
NS(=O)(=O)c1ccc(nc1)N1CC[C@H](C1)NC(=O)Nc1ccc(cc1)C(F)(F)F,Ki (nM),379.0,0.0,0.0,1,0,51532771
NS(=O)(=O)c1ccc(nc1)N1CC[C@H](C1)NC(=O)Nc1ccc(cc1)[N+]([O-])=O,Ki (nM),145.0,0.0,0.0,1,0,51532769
NS(=O)(=O)c1ccc(nc1)N1CC[C@H](C1)NC(=O)Nc1ccc2OCCOc2c1,Ki (nM),192.0,0.0,0.0,1,0,51532761
NS(=O)(=O)c1ccc(nc1)N1CC[C@H](C1)NC(=O)Nc1ccccc1Cl,Ki (nM),316.0,0.0,0.0,1,0,51532755
NS(=O)(=O)c1ccc(nc1)N1CC[C@H](C1)NC(=O)Nc1ccccc1F,Ki (nM),281.0,0.0,0.0,1,0,51532753
NS(=O)(=O)c1ccc(nc1)N1CC[C@H](C1)NC(=S)Nc1ccc(C2c3ccc(O)cc3Oc3cc(O)ccc23)c(c1)C(O)=O,Ki (nM),32.0,0.0,0.0,1,0,51532765
NS(=O)(=O)c1ccc(nc1)N1CC[C@H](C1)NC(=S)Nc1ccc(F)cc1,Ki (nM),31.0,0.0,0.0,1,0,51532747
NS(=O)(=O)c1ccc(nc1)N1CC[C@H](C1)NC(=S)Nc1ccccc1,Ki (nM),26.0,0.0,0.0,1,0,51532749
NS(=O)(=O)c1ccc(nc1)N1CC[C@H](C1)NC(=S)Nc1ccccc1F,Ki (nM),378.0,0.0,0.0,1,0,51532773
NS(=O)(=O)c1ccc(s1)-c1ccc(cc1)-c1cccc2ccccc12,Ki (nM),483.0,0.0,0.0,1,0,51545643
NS(=O)(=O)c1ccc(s1)-c1ccc(cc1)-c1cccc2ncccc12,Ki (nM),38.0,0.0,0.0,1,0,51545650
NS(=O)(=O)c1ccc(s1)-c1ccc(cn1)-c1ccnc2ccccc12,Ki (nM),61.0,0.0,0.0,1,0,51545658
NS(=O)(=O)c1ccc(s1)-c1cn(nn1)-c1ccc(C#N)c(c1)C(F)(F)F,Ki (nM),811.0,0.0,0.0,1,0,51197692
NS(=O)(=O)c1ccc(s1)-c1cn(nn1)-c1ccc(Cl)c(Cl)c1,Ki (nM),64.0,0.0,0.0,1,0,51197718
NS(=O)(=O)c1ccc(s1)-c1cn(nn1)-c1ccc(F)c(Cl)c1,Ki (nM),395.0,0.0,0.0,1,0,51197693
NS(=O)(=O)c1ccc(s1)-c1cn(nn1)-c1ccc(I)cc1,Ki (nM),5.4,0.0,0.0,1,0,51197715
NS(=O)(=O)c1ccc(s1)-c1cn(nn1)-c1ccc(cc1)C(F)(F)F,Ki (nM),89.0,0.0,0.0,1,0,51197695
NS(=O)(=O)c1ccc(s1)-c1cn(nn1)-c1cccc(Br)c1,Ki (nM),11.0,0.0,0.0,1,0,51197723
NS(=O)(=O)c1ccc(s1)-c1cn(nn1)-c1cccc(c1)C#N,Ki (nM),29.0,0.0,0.0,1,0,51197694
NS(=O)(=O)c1ccc(s1)-c1cn(nn1)-c1cccc2ccccc12,Ki (nM),101.0,0.0,0.0,1,0,51197732
NS(=O)(=O)c1ccc(s1)-c1cn(nn1)-c1ccccc1,Ki (nM),7.2,0.0,0.0,1,0,51197697
NS(=O)(=O)c1ccc(s1)-c1cnc(o1)C(=O)N1CCCC1,Ki (nM),19.0,0.0,0.0,1,0,50401587
NS(=O)(=O)c1ccc(s1)-c1cnc(o1)C(=O)N1CCOCC1,Ki (nM),36.0,0.0,0.0,1,0,50401588
NS(=O)(=O)c1ccc(s1)-c1cnc(o1)C1CC1,Ki (nM),122.0,0.0,0.0,1,0,50401585
NS(=O)(=O)c1ccc(s1)-c1cnc(o1)C1CCC1,Ki (nM),156.0,0.0,0.0,1,0,50401586
NS(=O)(=O)c1ccc2C(=O)NS(=O)(=O)c2c1,Ki (nM),113.0,0.0,0.0,1,0,51487559
NS(=O)(=O)c1ccc2C(CCc2c1)NC(=O)C1CCCCC1,Ki (nM),108.0,0.0,0.0,1,0,18957
NS(=O)(=O)c1ccc2C(CCc2c1)NC(=O)c1c(F)c(F)c(F)c(F)c1F,Ki (nM),3.35,0.1499999999999999,0.10606601717798206,2,0,18959;51204548
NS(=O)(=O)c1ccc2C(CS(=O)(=O)c2c1)OCc1ccccc1,Ki (nM),2.8,0.0,0.0,1,0,50321167
NS(=O)(=O)c1ccc2C=CS(=O)(=O)c2c1,Ki (nM),15.0,0.0,0.0,1,0,50321142
NS(=O)(=O)c1ccc2CC(Cc2c1)NC(=O)C1CCCCC1,Ki (nM),30.0,0.0,0.0,1,0,18958
NS(=O)(=O)c1ccc2CC(Cc2c1)NC(=O)c1c(F)c(F)c(F)c(F)c1F,Ki (nM),33.0,0.0,0.0,1,0,18960
NS(=O)(=O)c1ccc2CCS(=O)(=O)c2c1,Ki (nM),10.0,0.0,0.0,1,0,50321181
NS(=O)(=O)c1ccc2N(CCc2c1)C(=O)C(F)(F)F,Ki (nM),6.9,0.0,0.0,1,0,50302461
NS(=O)(=O)c1ccc2N(CCc3ccccc3)C(=O)C(=O)c2c1,Ki (nM),1812.0,0.0,0.0,1,0,51449634
NS(=O)(=O)c1ccc2N(Cc3c(F)c(F)c(F)c(F)c3F)C(=O)C(=O)c2c1,Ki (nM),195.0,0.0,0.0,1,0,51449621
NS(=O)(=O)c1ccc2N(Cc3c(F)cccc3Cl)C(=O)C(=O)c2c1,Ki (nM),204.0,0.0,0.0,1,0,51449624
NS(=O)(=O)c1ccc2N(Cc3c(F)cccc3F)C(=O)C(=O)c2c1,Ki (nM),1032.0,0.0,0.0,1,0,51449620
NS(=O)(=O)c1ccc2N(Cc3cc(F)cc(F)c3)C(=O)C(=O)c2c1,Ki (nM),1325.0,0.0,0.0,1,0,51449619
NS(=O)(=O)c1ccc2N(Cc3cc(ccc3F)C(F)(F)F)C(=O)C(=O)c2c1,Ki (nM),211.0,0.0,0.0,1,0,51449630
NS(=O)(=O)c1ccc2N(Cc3ccc(Cl)c(Cl)c3)C(=O)C(=O)c2c1,Ki (nM),1459.0,0.0,0.0,1,0,51449626
NS(=O)(=O)c1ccc2N(Cc3ccc(Cl)cc3)C(=O)C(=O)c2c1,Ki (nM),260.0,0.0,0.0,1,0,51449622
NS(=O)(=O)c1ccc2N(Cc3ccc(Cl)cc3Cl)C(=O)C(=O)c2c1,Ki (nM),163.0,0.0,0.0,1,0,51449625
NS(=O)(=O)c1ccc2N(Cc3ccc(F)cc3)C(=O)C(=O)c2c1,Ki (nM),240.0,0.0,0.0,1,0,51449618
NS(=O)(=O)c1ccc2N(Cc3ccc(F)cc3Cl)C(=O)C(=O)c2c1,Ki (nM),292.0,0.0,0.0,1,0,51449623
NS(=O)(=O)c1ccc2N(Cc3ccc(SC(F)(F)F)cc3)C(=O)C(=O)c2c1,Ki (nM),1773.0,0.0,0.0,1,0,51449632
NS(=O)(=O)c1ccc2N(Cc3ccc(cc3)C(F)(F)F)C(=O)C(=O)c2c1,Ki (nM),811.0,0.0,0.0,1,0,51449629
NS(=O)(=O)c1ccc2N(Cc3ccc(cc3)[N+]([O-])=O)C(=O)C(=O)c2c1,Ki (nM),2040.0,0.0,0.0,1,0,51449633
NS(=O)(=O)c1ccc2N(Cc3cccc(F)c3)C(=O)C(=O)c2c1,Ki (nM),2526.0,0.0,0.0,1,0,51449617
NS(=O)(=O)c1ccc2N(Cc3cccc(c3)C(F)(F)F)C(=O)C(=O)c2c1,Ki (nM),244.0,0.0,0.0,1,0,51449628
NS(=O)(=O)c1ccc2N(Cc3ccccc3)C(=O)C(=O)c2c1,Ki (nM),1529.0,0.0,0.0,1,0,51449615
NS(=O)(=O)c1ccc2N(Cc3ccccc3F)C(=O)C(=O)c2c1,Ki (nM),1114.0,0.0,0.0,1,0,51449616
NS(=O)(=O)c1ccc2N(Cc3ccncc3)C(=O)C(=O)c2c1,Ki (nM),1677.0,0.0,0.0,1,0,51449635
NS(=O)(=O)c1ccc2NC(=O)C(=O)c2c1,Ki (nM),1459.0,0.0,0.0,1,0,51449614
NS(=O)(=O)c1ccc2NC(C3CC=CC3c2c1)c1ccc(O)cc1,Ki (nM),804.0,0.0,0.0,1,0,51553838
NS(=O)(=O)c1ccc2NC(C3CC=CC3c2c1)c1ccc(O)cc1Cl,Ki (nM),56.0,0.0,0.0,1,0,51553837
NS(=O)(=O)c1ccc2NC(C3CC=CC3c2c1)c1ccccc1Cl,Ki (nM),2089.0,0.0,0.0,1,0,51553836
NS(=O)(=O)c1ccc2NCCCc2c1,Ki (nM),51.0,0.0,0.0,1,0,51049758
NS(=O)(=O)c1ccc2c(C=CS2(=O)=O)c1,Ki (nM),13.0,0.0,0.0,1,0,50321179
NS(=O)(=O)c1ccc2c(c1)sc1nc(cn21)-c1cc2cc(Br)ccc2oc1=O,Ki (nM),25.0,0.0,0.0,1,0,50497243
NS(=O)(=O)c1ccc2c(c1)sc1nc(cn21)-c1cc2cc(Cl)ccc2oc1=O,Ki (nM),11.0,0.0,0.0,1,0,50497242
NS(=O)(=O)c1ccc2c(c1)sc1nc(cn21)-c1cc2ccccc2oc1=O,Ki (nM),44.0,0.0,0.0,1,0,50497241
NS(=O)(=O)c1ccc2nc(NC(=O)CSC(=S)N3CCCCC3)sc2c1,Ki (nM),27.0,0.0,0.0,1,0,51553340
NS(=O)(=O)c1ccc2nc(NC(=O)CSC(=S)N3CCN(CC3)C(c3ccccc3)c3ccccc3)sc2c1,Ki (nM),158.0,0.0,0.0,1,0,51553335
NS(=O)(=O)c1ccc2nc(NC(=O)CSC(=S)N3CCN(CC3)c3ccccc3)sc2c1,Ki (nM),115.0,0.0,0.0,1,0,51553343
NS(=O)(=O)c1ccc2nc(NC(=O)CSC(=S)N3CCN(Cc4ccccc4)CC3)sc2c1,Ki (nM),26.0,0.0,0.0,1,0,51553336
NS(=O)(=O)c1ccc2nc(NC(=O)CSC(=S)N3CCOCC3)sc2c1,Ki (nM),27.0,0.0,0.0,1,0,51553339
NS(=O)(=O)c1ccc2nc(NC(=O)CSc3nc(O)cc(=O)[nH]3)sc2c1,Ki (nM),282.0,0.0,0.0,1,0,50365619
NS(=O)(=O)c1ccc2nc(NC(=O)Cn3ncc(C#N)c3NC(=S)Nc3ccccc3)sc2c1,Ki (nM),2.8,0.0,0.0,1,0,50365631
NS(=O)(=O)c1ccc2nc(NC(=O)Cn3ncc4c3nc[nH]c4=O)sc2c1,Ki (nM),4.1,0.0,0.0,1,0,50365629
NS(=O)(=O)c1ccc2nc(NC(=S)N3CCN(CC3)C(=S)Nc3nc4ccc(cc4s3)S(N)(=O)=O)sc2c1,Ki (nM),2.6,0.0,0.0,1,0,50365634
NS(=O)(=O)c1ccc2nc(NC(=S)NCCNC(=S)Nc3nc4ccc(cc4s3)S(N)(=O)=O)sc2c1,Ki (nM),2.1,0.0,0.0,1,0,50365633
NS(=O)(=O)c1ccc2nc([nH]c2c1)-c1cscn1,Ki (nM),6.4,0.0,0.0,1,0,50879876
NS(=O)(=O)c1ccc2nc(sc2c1)-n1cc(C#N)c(n1)-c1ccc(Cl)cc1,Ki (nM),224.0,0.0,0.0,1,0,50254984
NS(=O)(=O)c1ccc2nc(sc2c1)-n1cc(C#N)c(n1)-c1ccc(F)cc1,Ki (nM),739.0,0.0,0.0,1,0,50254983
NS(=O)(=O)c1ccc2nc(sc2c1)-n1cc(C#N)c(n1)-c1ccc(cc1)[N+]([O-])=O,Ki (nM),854.0,0.0,0.0,1,0,50254907
NS(=O)(=O)c1ccc2nc(sc2c1)-n1cc(C#N)c(n1)-c1ccccc1,Ki (nM),82.0,0.0,0.0,1,0,50254980
NS(=O)(=O)c1ccc2nc(sc2c1)-n1cc(C(O)=O)c(n1)-c1ccc(Cl)cc1,Ki (nM),2.8,0.0,0.0,1,0,50254978
NS(=O)(=O)c1ccc2nc(sc2c1)-n1cc(C(O)=O)c(n1)-c1ccc(F)cc1,Ki (nM),62.0,0.0,0.0,1,0,50254977
NS(=O)(=O)c1ccc2nc(sc2c1)-n1cc(C(O)=O)c(n1)-c1ccc(cc1)[N+]([O-])=O,Ki (nM),60.0,0.0,0.0,1,0,50254979
NS(=O)(=O)c1ccc2nc(sc2c1)-n1cc(C(O)=O)c(n1)-c1ccccc1,Ki (nM),752.0,0.0,0.0,1,0,50254398
NS(=O)(=O)c1ccc2nc(sc2c1)-n1cc(C=O)c(n1)-c1ccc(Cl)cc1,Ki (nM),1692.0,0.0,0.0,1,0,50254392
NS(=O)(=O)c1ccc2nc(sc2c1)-n1cc(C=O)c(n1)-c1ccc(F)cc1,Ki (nM),1022.0,0.0,0.0,1,0,50254391
NS(=O)(=O)c1ccc2nc(sc2c1)-n1cc(C=O)c(n1)-c1ccc(cc1)[N+]([O-])=O,Ki (nM),2109.0,0.0,0.0,1,0,50254394
NS(=O)(=O)c1ccc2nc(sc2c1)-n1cc(C=O)c(n1)-c1ccccc1,Ki (nM),1747.0,0.0,0.0,1,0,50254268
NS(=O)(=O)c1ccc2nc(sc2c1)-n1cc(\C=N\O)c(n1)-c1ccc(Cl)cc1,Ki (nM),152.0,0.0,0.0,1,0,50254973
NS(=O)(=O)c1ccc2nc(sc2c1)-n1cc(\C=N\O)c(n1)-c1ccc(F)cc1,Ki (nM),224.0,0.0,0.0,1,0,50254971
NS(=O)(=O)c1ccc2nc(sc2c1)-n1cc(\C=N\O)c(n1)-c1ccc(cc1)[N+]([O-])=O,Ki (nM),119.0,0.0,0.0,1,0,50254974
NS(=O)(=O)c1ccc2nc(sc2c1)-n1cc(\C=N\O)c(n1)-c1ccccc1,Ki (nM),114.0,0.0,0.0,1,0,50254917
NS(=O)(=O)c1cccc(NC(=O)CCCC[C@@H]2SC[C@@H]3NC(=O)N[C@H]23)c1,Ki (nM),61.0,0.0,0.0,1,0,51564769
NS(=O)(=O)c1cccc(NC(=O)CN(CCN(CC(O)=O)CC(=O)Nc2cccc(c2)S(N)(=O)=O)CC(O)=O)c1,Ki (nM),7.9,0.0,0.0,1,0,50861611
NS(=O)(=O)c1cccc(NC(=O)CN(CCN(CCN(CC(O)=O)CC(=O)Nc2cccc(c2)S(N)(=O)=O)CC(O)=O)CC(O)=O)c1,Ki (nM),9.6,0.0,0.0,1,0,50861644
NS(=O)(=O)c1cccc(NC(=O)Cn2cc(F)c(=O)[nH]c2=O)c1,Ki (nM),45.0,0.0,0.0,1,0,51396493
NS(=O)(=O)c1cccc(NC(=O)Cn2ccc(=O)[nH]c2=O)c1,Ki (nM),3121.0,0.0,0.0,1,0,50989491
NS(=O)(=O)c1cccc(NC(=O)Cn2ccnc2[N+]([O-])=O)c1,Ki (nM),7.3,0.0,0.0,2,0,289659;51201315
NS(=O)(=O)c1cccc(NC(=O)N2CCCCC2)c1,Ki (nM),541.0,0.0,0.0,1,0,51446261
NS(=O)(=O)c1cccc(NC(=O)NCCc2ccccc2)c1,Ki (nM),1329.0,0.0,0.0,1,0,51446248
NS(=O)(=O)c1cccc(NC(=O)N[C@@H]2CCN(C2)c2ccc(cn2)C(F)(F)F)c1,Ki (nM),247.0,0.0,0.0,1,0,51532798
NS(=O)(=O)c1cccc(NC(=O)N[C@@H]2CCN(C2)c2cccc(n2)[N+]([O-])=O)c1,Ki (nM),971.0,0.0,0.0,1,0,51532794
NS(=O)(=O)c1cccc(NC(=O)N[C@@H]2CCN(C2)c2ccccn2)c1,Ki (nM),126.0,0.0,0.0,1,0,51532791
NS(=O)(=O)c1cccc(NC(=O)N[C@H]2CCN(C2)c2ccc(cn2)C(F)(F)F)c1,Ki (nM),44.0,0.0,0.0,1,0,51532799
NS(=O)(=O)c1cccc(NC(=O)N[C@H]2CCN(C2)c2cccc(n2)[N+]([O-])=O)c1,Ki (nM),193.0,0.0,0.0,1,0,51532795
NS(=O)(=O)c1cccc(NC(=O)N\C=C\C=C\c2ccc3OCOc3c2)c1,Ki (nM),319.0,0.0,0.0,1,0,51434078
NS(=O)(=O)c1cccc(NC(=O)Nc2c(F)c(F)c(F)c(F)c2F)c1,Ki (nM),162.0,0.0,0.0,1,0,50754778
NS(=O)(=O)c1cccc(NC(=O)Nc2cc3cc(Br)ccc3o2)c1,Ki (nM),20.0,0.0,0.0,1,0,51408982
NS(=O)(=O)c1cccc(NC(=O)Nc2ccc(Cl)c(c2)C(F)(F)F)c1,Ki (nM),1.8,0.0,0.0,1,0,51266031
NS(=O)(=O)c1cccc(NC(=O)Nc2ccc(F)cc2)c1,Ki (nM),219.0,0.0,0.0,1,0,50754693
NS(=O)(=O)c1cccc(NC(=O)Nc2ccc(I)cc2)c1,Ki (nM),116.0,0.0,0.0,1,0,50754837
NS(=O)(=O)c1cccc(NC(=O)Nc2cccc(c2)C(F)(F)F)c1,Ki (nM),1600.0,0.0,0.0,1,0,51446251
NS(=O)(=O)c1cccc(NC(=O)Nc2cccc(c2)[N+]([O-])=O)c1,Ki (nM),154.0,0.0,0.0,1,0,50754659
NS(=O)(=O)c1cccc(NC(=O)Nc2ccccc2)c1,Ki (nM),907.5,893.5,631.7999089901801,2,0,50321689;51446249
NS(=O)(=O)c1cccc(NC(=O)Nc2ccccc2F)c1,Ki (nM),1479.0,0.0,0.0,1,0,51446250
NS(=O)(=O)c1cccc(NC(=O)c2c(F)c(F)cc(F)c2F)c1,Ki (nM),0.8,0.0,0.0,2,0,50445665;50742873
NS(=O)(=O)c1cccc(NC(=O)c2cc(nc3ccc(Cl)cc23)-c2cccc(Cl)c2)c1,Ki (nM),349.0,0.0,0.0,1,0,51480665
NS(=O)(=O)c1cccc(NC(=O)c2cc(nc3ccc(Cl)cc23)-c2ccccc2)c1,Ki (nM),330.0,0.0,0.0,1,0,51480662
NS(=O)(=O)c1cccc(NC(=O)c2cc(nc3ccccc23)-c2ccc3OCOc3c2)c1,Ki (nM),65.0,0.0,0.0,1,0,51480658
NS(=O)(=O)c1cccc(NC(=O)c2cc(nc3ccccc23)-c2cccc(Br)c2)c1,Ki (nM),91.0,0.0,0.0,1,0,51480660
NS(=O)(=O)c1cccc(NC(=O)c2cc(nc3ccccc23)-c2cccc(c2)C(F)(F)F)c1,Ki (nM),65.0,0.0,0.0,1,0,51480661
NS(=O)(=O)c1cccc(NC(=O)c2cc(nc3ccccc23)-c2ccccc2)c1,Ki (nM),67.0,0.0,0.0,1,0,51480657
NS(=O)(=O)c1cccc(NC(=O)c2ccc3c(c2)no[n+]3[O-])c1,Ki (nM),42.0,0.0,0.0,1,0,51607893
NS(=O)(=O)c1cccc(NC(=S)N[C@@H]2CCN(C2)c2ccc(cn2)C(F)(F)F)c1,Ki (nM),36.0,0.0,0.0,1,0,51532788
NS(=O)(=O)c1cccc(NC(=S)N[C@@H]2CCN(C2)c2cccc(n2)[N+]([O-])=O)c1,Ki (nM),162.0,0.0,0.0,1,0,51532784
NS(=O)(=O)c1cccc(NC(=S)N[C@@H]2CCN(C2)c2ccccn2)c1,Ki (nM),311.0,0.0,0.0,1,0,51532781
NS(=O)(=O)c1cccc(NC(=S)N[C@H]2CCN(C2)c2ccc(cn2)C(F)(F)F)c1,Ki (nM),7.9,0.0,0.0,1,0,51532789
NS(=O)(=O)c1cccc(NC(=S)N[C@H]2CCN(C2)c2cccc(n2)[N+]([O-])=O)c1,Ki (nM),1.4,0.0,0.0,1,0,51532785
NS(=O)(=O)c1cccc(NC(=S)Nc2ccc(c(c2)C(O)=O)-c2c3ccc(O)cc3oc3cc(=O)ccc23)c1,Ki (nM),34.0,0.0,0.0,1,0,50314614
NS(=O)(=O)c1cccc(NC(=[Se])NC(=O)c2ccc(cc2C(F)(F)F)C(F)(F)F)c1,Ki (nM),4703.0,0.0,0.0,1,0,50795108
NS(=O)(=O)c1cccc(NC(=[Se])NC(=O)c2ccccc2)c1,Ki (nM),374.0,0.0,0.0,1,0,50794453
NS(=O)(=O)c1cccc(NC(=[Se])Nc2ccc(F)cc2)c1,Ki (nM),98.0,0.0,0.0,1,0,51118559
NS(=O)(=O)c1cccc(NC(=[Se])Nc2ccccc2)c1,Ki (nM),330.0,0.0,0.0,1,0,51118570
NS(=O)(=O)c1cccc(NCC(=O)N2CCN(Cc3ccc(Cl)cc3)CC2)c1,Ki (nM),116.0,0.0,0.0,1,0,51404971
NS(=O)(=O)c1cccc(NCCC(=O)c2ccc3ccccc3c2)c1,Ki (nM),39.0,0.0,0.0,1,0,51466882
NS(=O)(=O)c1cccc(NCCC(=O)c2ccccc2)c1,Ki (nM),76.0,0.0,0.0,1,0,51466879
NS(=O)(=O)c1cccc(Nc2cc(nc(SCC(=O)c3ccc(Br)cc3)n2)-c2ccccc2)c1,Ki (nM),525.0,0.0,0.0,1,0,51442960
